,LKW (S),Motorrad (L),PKW (S),Transporter (L),Transporter (S),PKW (L),Motorrad (S),Kleintransporter (S),LKW (L),Kleintransporter (L)
2023-08-26 09:30:00+00:00,0,0,42,0,11,0,0,0,0,0
2023-08-26 09:40:00+00:00,0,0,59,0,7,0,0,0,0,0
2023-08-26 09:50:00+00:00,0,0,66,0,5,0,0,0,0,0
2023-08-26 10:00:00+00:00,0,0,55,0,7,0,0,0,0,0
2023-08-26 10:10:00+00:00,0,0,58,0,10,0,0,0,0,0
2023-08-26 10:20:00+00:00,0,0,74,0,10,0,0,0,0,0
2023-08-26 10:30:00+00:00,0,0,62,0,9,0,0,0,0,0
2023-08-26 10:40:00+00:00,0,0,71,0,7,0,0,0,0,0
2023-08-26 10:50:00+00:00,1,0,66,0,13,0,0,1,0,0
2023-08-26 11:00:00+00:00,0,0,67,0,7,0,0,0,0,0
2023-08-26 11:10:00+00:00,0,0,73,0,6,0,0,0,0,0
2023-08-26 11:20:00+00:00,0,0,72,0,9,0,1,0,0,0
2023-08-26 11:30:00+00:00,0,0,63,0,6,0,0,0,0,0
2023-08-26 11:40:00+00:00,0,0,73,0,9,0,1,0,0,0
2023-08-26 11:50:00+00:00,0,0,47,0,7,0,0,0,0,0
2023-08-26 12:00:00+00:00,0,0,58,0,7,0,0,0,0,0
2023-08-26 12:10:00+00:00,0,0,71,0,6,0,0,0,0,0
2023-08-26 12:20:00+00:00,0,0,71,0,8,0,0,0,0,0
2023-08-26 12:30:00+00:00,5,0,56,0,5,0,0,0,0,0
2023-08-26 12:40:00+00:00,0,0,47,0,12,0,0,0,0,0
2023-08-26 12:50:00+00:00,0,0,62,0,12,0,0,0,0,0
2023-08-26 13:00:00+00:00,1,0,63,0,9,0,0,1,0,0
2023-08-26 13:10:00+00:00,0,0,67,0,11,0,0,0,0,0
2023-08-26 13:20:00+00:00,0,0,61,0,6,0,0,0,0,0
2023-08-26 13:30:00+00:00,0,0,40,0,13,0,0,0,0,0
2023-08-26 13:40:00+00:00,0,0,63,0,8,0,0,0,0,0
2023-08-26 13:50:00+00:00,0,0,63,0,11,0,0,0,0,0
2023-08-26 14:00:00+00:00,0,0,59,0,8,0,0,0,0,0
2023-08-26 14:10:00+00:00,0,0,66,0,7,0,0,0,0,0
2023-08-26 14:20:00+00:00,0,0,57,0,10,0,1,0,0,0
2023-08-26 14:30:00+00:00,0,0,60,0,12,0,0,0,0,0
2023-08-26 14:40:00+00:00,0,0,58,0,13,0,0,0,0,0
2023-08-26 14:50:00+00:00,0,0,66,0,6,0,0,0,0,0
2023-08-26 15:00:00+00:00,0,0,66,0,8,0,0,0,0,0
2023-08-26 15:10:00+00:00,0,0,48,0,8,0,0,0,0,0
2023-08-26 15:20:00+00:00,1,0,61,0,10,0,0,0,0,0
2023-08-26 15:30:00+00:00,0,0,74,0,9,0,0,0,0,0
2023-08-26 15:40:00+00:00,0,0,49,0,10,0,0,0,0,0
2023-08-26 15:50:00+00:00,0,0,60,0,13,0,0,0,0,0
2023-08-26 16:00:00+00:00,1,0,60,0,8,0,0,0,0,0
2023-08-26 16:10:00+00:00,0,0,52,0,9,0,0,0,0,0
2023-08-26 16:20:00+00:00,1,0,40,0,4,0,0,0,0,0
2023-08-26 16:30:00+00:00,0,0,54,0,8,0,0,0,0,0
2023-08-26 16:40:00+00:00,0,0,53,0,2,0,0,0,0,0
2023-08-26 16:50:00+00:00,0,0,46,0,9,0,0,0,0,0
2023-08-26 17:00:00+00:00,0,0,62,0,7,0,0,0,0,0
2023-08-26 17:10:00+00:00,0,0,49,0,6,0,0,0,0,0
2023-08-26 17:20:00+00:00,0,0,62,0,2,0,1,0,0,0
2023-08-26 17:30:00+00:00,0,0,45,0,1,0,1,0,0,0
2023-08-26 17:40:00+00:00,0,0,39,0,6,0,0,0,0,0
2023-08-26 17:50:00+00:00,0,0,43,0,9,0,0,0,0,0
2023-08-26 18:00:00+00:00,0,0,46,0,8,0,0,0,0,0
2023-08-26 18:10:00+00:00,0,0,49,0,5,0,0,0,0,0
2023-08-26 18:20:00+00:00,0,0,42,0,10,0,0,0,0,0
2023-08-26 18:30:00+00:00,0,0,39,0,3,0,0,0,0,0
2023-08-26 18:40:00+00:00,0,0,41,0,12,0,0,0,0,0
2023-08-26 18:50:00+00:00,0,0,38,0,8,0,0,0,0,0
2023-08-26 19:00:00+00:00,0,0,51,0,10,0,0,0,0,0
2023-08-26 19:10:00+00:00,0,0,44,0,14,0,0,0,0,0
2023-08-26 19:20:00+00:00,0,0,54,0,8,1,0,0,0,0
2023-08-26 19:30:00+00:00,0,0,37,0,12,0,0,0,0,0
2023-08-26 19:40:00+00:00,0,0,40,0,7,0,1,0,0,0
2023-08-26 19:50:00+00:00,0,0,35,0,8,0,0,0,0,0
2023-08-26 20:00:00+00:00,0,0,42,0,12,0,0,0,0,0
2023-08-26 20:10:00+00:00,0,0,33,0,8,0,0,0,0,0
2023-08-26 20:20:00+00:00,0,0,40,0,8,0,0,0,0,0
2023-08-26 20:30:00+00:00,0,0,49,0,6,0,0,0,0,0
2023-08-26 20:40:00+00:00,0,0,40,0,10,0,0,0,0,0
2023-08-26 20:50:00+00:00,0,0,30,0,3,0,0,0,0,0
2023-08-26 21:00:00+00:00,0,0,34,0,8,0,0,0,0,0
2023-08-26 21:10:00+00:00,0,0,34,0,8,0,0,0,0,0
2023-08-26 21:20:00+00:00,0,0,40,0,5,0,0,0,0,0
2023-08-26 21:30:00+00:00,0,0,59,0,11,0,0,0,0,0
2023-08-26 21:40:00+00:00,0,0,60,0,10,2,0,0,0,0
2023-08-26 21:50:00+00:00,0,0,38,0,9,0,0,0,0,0
2023-08-26 22:00:00+00:00,0,0,29,0,10,0,0,0,0,0
2023-08-26 22:10:00+00:00,0,0,33,0,5,0,0,0,0,0
2023-08-26 22:20:00+00:00,0,0,30,0,6,0,0,0,0,0
2023-08-26 22:30:00+00:00,0,0,29,0,4,0,0,0,0,0
2023-08-26 22:40:00+00:00,0,0,22,0,6,0,0,0,0,0
2023-08-26 22:50:00+00:00,0,0,20,0,3,0,0,0,0,0
2023-08-26 23:00:00+00:00,0,0,10,0,1,0,0,0,0,0
2023-08-26 23:10:00+00:00,0,0,19,0,4,0,0,0,0,0
2023-08-26 23:20:00+00:00,0,0,13,0,1,0,0,0,0,0
2023-08-26 23:30:00+00:00,0,0,11,0,3,0,0,0,0,0
2023-08-26 23:40:00+00:00,0,0,13,0,2,0,0,0,0,0
2023-08-26 23:50:00+00:00,0,0,12,0,2,0,0,0,0,0
2023-08-27 00:00:00+00:00,0,0,15,0,5,0,0,0,0,0
2023-08-27 00:10:00+00:00,0,0,15,0,1,0,0,0,0,0
2023-08-27 00:20:00+00:00,0,0,9,0,3,0,0,0,0,0
2023-08-27 00:30:00+00:00,0,0,8,0,0,0,0,0,0,0
2023-08-27 00:40:00+00:00,0,0,12,0,1,0,0,0,0,0
2023-08-27 00:50:00+00:00,0,0,7,0,1,0,0,0,0,0
2023-08-27 01:00:00+00:00,0,0,12,0,4,0,0,0,0,0
2023-08-27 01:10:00+00:00,0,0,4,0,2,0,0,0,0,0
2023-08-27 01:20:00+00:00,0,0,10,0,2,0,0,0,0,0
2023-08-27 01:30:00+00:00,0,0,4,0,1,0,0,0,0,0
2023-08-27 01:40:00+00:00,0,0,4,0,2,0,0,0,0,0
2023-08-27 01:50:00+00:00,0,0,5,0,2,0,0,0,0,0
2023-08-27 02:00:00+00:00,0,0,11,0,2,0,0,0,0,0
2023-08-27 02:10:00+00:00,0,0,3,0,0,0,0,0,0,0
2023-08-27 02:20:00+00:00,0,0,10,0,1,0,0,0,0,0
2023-08-27 02:30:00+00:00,0,0,10,0,3,0,0,0,0,0
2023-08-27 02:40:00+00:00,0,0,16,0,0,0,0,0,0,0
2023-08-27 02:50:00+00:00,0,0,10,0,0,0,0,0,0,0
2023-08-27 03:00:00+00:00,0,0,5,0,2,0,0,0,0,0
2023-08-27 03:10:00+00:00,0,0,11,0,3,0,0,0,0,0
2023-08-27 03:20:00+00:00,0,0,24,0,5,0,0,0,0,0
2023-08-27 03:30:00+00:00,0,0,15,0,3,0,0,0,0,0
2023-08-27 03:40:00+00:00,0,0,14,0,2,1,0,0,0,0
2023-08-27 03:50:00+00:00,0,0,19,1,2,0,0,0,0,0
2023-08-27 04:00:00+00:00,0,0,9,0,2,0,0,0,0,0
2023-08-27 04:10:00+00:00,0,0,14,0,0,0,0,0,0,0
2023-08-27 04:20:00+00:00,0,0,13,0,4,0,0,0,0,0
2023-08-27 04:30:00+00:00,0,0,10,0,2,0,0,0,0,0
2023-08-27 04:40:00+00:00,0,0,6,0,2,0,0,0,0,0
2023-08-27 04:50:00+00:00,0,0,19,0,1,0,0,0,0,0
2023-08-27 05:00:00+00:00,0,0,9,0,2,0,0,0,0,0
2023-08-27 05:10:00+00:00,0,0,9,0,1,0,0,0,0,0
2023-08-27 05:20:00+00:00,0,0,9,2,4,0,0,0,0,0
2023-08-27 05:30:00+00:00,0,0,10,0,2,0,0,0,0,0
2023-08-27 05:40:00+00:00,0,0,11,0,0,0,0,0,0,0
2023-08-27 05:50:00+00:00,0,0,18,0,1,0,0,0,0,0
2023-08-27 06:00:00+00:00,0,0,13,0,3,0,0,0,0,0
2023-08-27 06:10:00+00:00,0,0,16,0,3,0,0,0,0,0
2023-08-27 06:20:00+00:00,0,0,26,0,2,0,0,0,0,0
2023-08-27 06:30:00+00:00,0,0,16,0,1,0,0,0,0,0
2023-08-27 06:40:00+00:00,0,0,26,0,3,0,0,0,0,0
2023-08-27 06:50:00+00:00,0,0,18,0,0,0,0,0,0,0
2023-08-27 07:00:00+00:00,0,0,22,0,3,0,0,0,0,0
2023-08-27 07:10:00+00:00,5,0,30,0,2,0,0,3,0,0
2023-08-27 07:20:00+00:00,0,0,44,0,7,0,0,0,0,0
2023-08-27 07:30:00+00:00,0,0,28,0,9,0,0,0,0,0
2023-08-27 07:40:00+00:00,0,0,27,0,6,0,0,0,0,0
2023-08-27 07:50:00+00:00,0,0,30,0,6,0,0,0,0,0
2023-08-27 08:00:00+00:00,0,0,37,0,4,1,0,0,0,0
2023-08-27 08:10:00+00:00,0,0,32,0,8,0,0,0,0,0
2023-08-27 08:20:00+00:00,0,0,43,0,7,0,0,0,0,0
2023-08-27 08:30:00+00:00,0,0,40,0,6,0,0,0,0,0
2023-08-27 08:40:00+00:00,1,0,47,0,6,0,0,1,0,0
2023-08-27 08:50:00+00:00,0,0,45,0,3,0,0,0,0,0
2023-08-27 09:00:00+00:00,0,0,40,0,5,0,0,0,0,0
2023-08-27 09:10:00+00:00,0,0,44,0,8,0,0,0,0,0
2023-08-27 09:20:00+00:00,0,0,58,0,4,0,0,0,0,0
2023-08-27 09:30:00+00:00,0,0,45,0,9,0,0,0,0,0
2023-08-27 09:40:00+00:00,0,0,45,0,2,0,0,0,0,0
2023-08-27 09:50:00+00:00,0,0,43,0,7,0,0,0,0,0
2023-08-27 10:00:00+00:00,0,0,38,0,3,0,0,0,0,0
2023-08-27 10:10:00+00:00,0,0,41,0,9,0,0,0,0,0
2023-08-27 10:20:00+00:00,0,0,39,0,6,0,0,0,0,0
2023-08-27 10:30:00+00:00,0,0,56,0,4,0,0,0,0,0
2023-08-27 10:40:00+00:00,0,0,48,0,7,0,0,0,0,0
2023-08-27 10:50:00+00:00,0,0,48,0,6,1,0,0,0,0
2023-08-27 11:00:00+00:00,0,0,54,0,5,0,0,0,0,0
2023-08-27 11:10:00+00:00,1,0,59,0,1,0,0,1,0,0
2023-08-27 11:20:00+00:00,1,0,49,0,6,0,0,0,0,0
2023-08-27 11:30:00+00:00,0,0,54,0,4,0,0,0,0,0
2023-08-27 11:40:00+00:00,0,0,71,0,2,0,0,0,0,0
2023-08-27 11:50:00+00:00,0,0,65,0,2,0,0,0,0,0
2023-08-27 12:00:00+00:00,0,0,52,0,2,0,0,0,0,0
2023-08-27 12:10:00+00:00,0,0,55,0,4,0,0,0,0,0
2023-08-27 12:20:00+00:00,0,0,54,0,2,0,1,0,0,0
2023-08-27 12:30:00+00:00,0,0,64,0,3,0,0,0,0,0
2023-08-27 12:40:00+00:00,0,0,64,0,5,0,0,0,0,0
2023-08-27 12:50:00+00:00,0,0,74,0,5,0,0,1,0,0
2023-08-27 13:00:00+00:00,0,0,62,0,5,0,0,0,0,0
2023-08-27 13:10:00+00:00,0,0,84,0,3,0,0,0,0,0
2023-08-27 13:20:00+00:00,0,0,76,0,4,0,1,0,0,0
2023-08-27 13:30:00+00:00,0,0,71,0,6,0,0,0,0,0
2023-08-27 13:40:00+00:00,0,0,67,0,4,0,0,0,0,0
2023-08-27 13:50:00+00:00,0,0,62,0,4,0,0,0,0,0
2023-08-27 14:00:00+00:00,0,0,45,0,5,0,0,0,0,0
2023-08-27 14:10:00+00:00,0,0,74,0,9,0,0,0,0,0
2023-08-27 14:20:00+00:00,0,0,69,0,8,0,0,0,0,0
2023-08-27 14:30:00+00:00,0,0,72,0,6,0,0,0,0,0
2023-08-27 14:40:00+00:00,0,0,73,0,7,0,0,0,0,0
2023-08-27 14:50:00+00:00,0,0,72,0,11,0,0,0,0,0
2023-08-27 15:00:00+00:00,0,0,58,0,7,0,0,0,0,0
2023-08-27 15:10:00+00:00,0,0,63,0,9,0,0,0,0,0
2023-08-27 15:20:00+00:00,0,0,73,0,11,0,0,0,0,0
2023-08-27 15:30:00+00:00,0,0,53,0,12,0,0,0,0,0
2023-08-27 15:40:00+00:00,0,0,64,0,11,0,0,0,0,0
2023-08-27 15:50:00+00:00,0,0,51,0,13,0,0,0,0,0
2023-08-27 16:00:00+00:00,0,0,55,0,11,0,0,0,0,0
2023-08-27 16:10:00+00:00,0,0,44,0,11,0,0,0,0,0
2023-08-27 16:20:00+00:00,0,0,56,0,16,0,0,0,0,0
2023-08-27 16:30:00+00:00,0,0,53,0,7,0,0,0,0,0
2023-08-27 16:40:00+00:00,0,0,40,0,13,0,0,0,0,0
2023-08-27 16:50:00+00:00,0,0,36,0,11,0,0,0,0,0
2023-08-27 17:00:00+00:00,0,0,35,0,16,0,0,0,0,0
2023-08-27 17:10:00+00:00,0,0,47,0,8,0,0,0,0,0
2023-08-27 17:20:00+00:00,0,0,44,0,8,0,0,0,0,0
2023-08-27 17:30:00+00:00,0,0,63,0,8,0,0,0,0,0
2023-08-27 17:40:00+00:00,1,0,50,1,11,0,0,1,0,0
2023-08-27 17:50:00+00:00,0,0,47,0,7,0,0,0,0,0
2023-08-27 18:00:00+00:00,0,0,37,0,7,0,1,0,0,0
2023-08-27 18:10:00+00:00,0,0,40,0,10,0,0,0,0,0
2023-08-27 18:20:00+00:00,0,0,30,0,16,0,0,0,0,0
2023-08-27 18:30:00+00:00,0,0,39,0,9,0,0,0,0,0
2023-08-27 18:40:00+00:00,0,0,40,0,6,0,0,0,0,0
2023-08-27 18:50:00+00:00,0,0,50,0,11,0,0,0,0,0
2023-08-27 19:00:00+00:00,0,0,45,0,7,0,1,0,0,0
2023-08-27 19:10:00+00:00,0,0,44,0,12,0,0,0,0,0
2023-08-27 19:20:00+00:00,0,0,44,0,12,0,0,0,0,0
2023-08-27 19:30:00+00:00,0,0,38,0,8,0,0,0,0,0
2023-08-27 19:40:00+00:00,0,0,37,0,4,0,0,0,0,0
2023-08-27 19:50:00+00:00,0,0,28,0,4,0,0,0,0,0
2023-08-27 20:00:00+00:00,0,0,33,0,8,0,0,0,0,0
2023-08-27 20:10:00+00:00,1,0,37,0,7,0,0,0,0,0
2023-08-27 20:20:00+00:00,0,0,30,1,8,0,0,0,0,0
2023-08-27 20:30:00+00:00,0,0,38,0,13,0,0,0,0,0
2023-08-27 20:40:00+00:00,0,0,35,0,13,0,1,0,0,0
2023-08-27 20:50:00+00:00,0,0,23,0,6,0,0,0,0,0
2023-08-27 21:00:00+00:00,0,0,17,0,4,0,0,0,0,0
2023-08-27 21:10:00+00:00,0,0,15,0,4,0,0,0,0,0
2023-08-27 21:20:00+00:00,0,0,30,0,4,0,0,0,0,0
2023-08-27 21:30:00+00:00,0,0,20,0,5,0,0,0,0,0
2023-08-27 21:40:00+00:00,0,0,8,0,5,0,0,0,0,0
2023-08-27 21:50:00+00:00,0,0,8,0,3,0,0,0,0,0
2023-08-27 22:00:00+00:00,0,0,9,0,5,0,0,0,0,0
2023-08-27 22:10:00+00:00,0,0,8,0,5,0,0,0,0,0
2023-08-27 22:20:00+00:00,0,0,6,0,5,0,0,0,0,0
2023-08-27 22:30:00+00:00,0,0,5,0,2,0,0,0,0,0
2023-08-27 22:40:00+00:00,0,0,6,0,2,0,0,0,0,0
2023-08-27 22:50:00+00:00,0,0,12,0,3,0,0,0,0,0
2023-08-27 23:00:00+00:00,0,0,3,0,0,0,0,0,0,0
2023-08-27 23:10:00+00:00,0,0,3,0,1,0,0,0,0,0
2023-08-27 23:20:00+00:00,0,0,4,0,1,0,0,0,0,0
2023-08-27 23:30:00+00:00,0,0,6,0,0,0,0,0,0,0
2023-08-27 23:40:00+00:00,0,0,8,0,1,0,0,0,0,0
2023-08-27 23:50:00+00:00,0,0,5,0,3,0,0,0,0,0
2023-08-28 00:00:00+00:00,0,0,8,0,0,0,0,0,0,0
2023-08-28 00:10:00+00:00,0,0,3,0,3,0,0,0,0,0
2023-08-28 00:20:00+00:00,0,0,2,0,2,0,0,0,0,0
2023-08-28 00:30:00+00:00,0,0,3,0,2,0,0,0,0,0
2023-08-28 00:40:00+00:00,0,0,3,0,1,0,0,0,0,0
2023-08-28 00:50:00+00:00,0,0,6,0,1,0,0,0,0,0
2023-08-28 01:00:00+00:00,0,0,3,0,2,0,0,0,0,0
2023-08-28 01:10:00+00:00,0,0,9,0,3,0,0,0,0,0
2023-08-28 01:20:00+00:00,0,0,9,0,6,0,0,0,0,0
2023-08-28 01:30:00+00:00,0,0,4,0,0,0,0,0,0,0
2023-08-28 01:40:00+00:00,0,0,7,0,2,0,0,0,0,0
2023-08-28 01:50:00+00:00,0,0,8,0,2,0,0,0,0,0
2023-08-28 02:00:00+00:00,0,0,7,0,1,0,0,0,0,0
2023-08-28 02:10:00+00:00,0,0,12,0,8,0,0,0,0,0
2023-08-28 02:20:00+00:00,1,0,10,0,9,0,0,0,0,0
2023-08-28 02:30:00+00:00,0,0,12,0,3,0,0,0,0,0
2023-08-28 02:40:00+00:00,0,0,9,0,4,0,0,0,0,0
2023-08-28 02:50:00+00:00,0,0,27,0,4,0,0,0,0,0
2023-08-28 03:00:00+00:00,0,0,25,0,3,0,0,0,0,0
2023-08-28 03:10:00+00:00,0,0,43,0,14,0,0,0,0,0
2023-08-28 03:20:00+00:00,1,0,57,0,17,0,1,0,0,0
2023-08-28 03:30:00+00:00,1,0,69,0,18,0,0,0,0,0
2023-08-28 03:40:00+00:00,1,0,89,1,20,0,1,0,0,0
2023-08-28 03:50:00+00:00,0,0,55,0,11,0,1,0,0,0
2023-08-28 04:00:00+00:00,0,0,49,0,15,0,0,0,0,0
2023-08-28 04:10:00+00:00,0,0,63,0,11,0,2,0,0,0
2023-08-28 04:20:00+00:00,0,0,87,0,20,0,1,0,0,0
2023-08-28 04:30:00+00:00,0,0,79,0,28,1,2,0,0,0
2023-08-28 04:40:00+00:00,1,0,81,0,22,0,2,0,0,0
2023-08-28 04:50:00+00:00,0,0,79,0,23,0,2,0,0,0
2023-08-28 05:00:00+00:00,0,0,72,0,17,0,1,0,0,0
2023-08-28 05:10:00+00:00,2,0,81,0,21,0,0,0,0,0
2023-08-28 05:20:00+00:00,0,0,73,0,20,0,1,0,0,0
2023-08-28 05:30:00+00:00,1,0,98,2,28,0,0,0,0,0
2023-08-28 05:40:00+00:00,1,0,97,0,28,0,1,0,0,0
2023-08-28 05:50:00+00:00,0,0,98,0,17,0,0,0,0,0
2023-08-28 06:00:00+00:00,2,0,80,0,26,0,2,0,0,0
2023-08-28 06:10:00+00:00,1,0,64,0,17,0,1,0,0,0
2023-08-28 06:20:00+00:00,0,0,76,1,20,0,0,0,0,0
2023-08-28 06:30:00+00:00,0,0,101,0,17,0,0,0,0,0
2023-08-28 06:40:00+00:00,0,0,87,0,16,0,0,0,0,0
2023-08-28 06:50:00+00:00,0,0,78,0,26,0,0,0,0,0
2023-08-28 07:00:00+00:00,5,0,45,0,26,0,0,0,0,0
2023-08-28 07:10:00+00:00,0,0,58,0,15,0,0,0,0,0
2023-08-28 07:20:00+00:00,2,0,66,0,16,1,0,0,0,0
2023-08-28 07:30:00+00:00,0,0,61,0,13,0,0,0,0,0
2023-08-28 07:40:00+00:00,0,0,63,0,19,0,0,0,0,0
2023-08-28 07:50:00+00:00,0,1,52,0,13,0,1,0,0,0
2023-08-28 08:00:00+00:00,1,0,61,0,14,0,0,0,0,0
2023-08-28 08:10:00+00:00,1,0,56,0,21,0,0,0,0,0
2023-08-28 08:20:00+00:00,0,0,51,0,11,0,0,0,0,0
2023-08-28 08:30:00+00:00,0,0,61,0,17,0,0,0,0,0
2023-08-28 08:40:00+00:00,0,0,56,0,20,0,0,0,0,0
2023-08-28 08:50:00+00:00,0,0,67,0,16,0,0,0,0,0
2023-08-28 09:00:00+00:00,0,0,48,0,10,0,0,1,0,0
2023-08-28 09:10:00+00:00,2,0,59,0,12,0,0,1,0,0
2023-08-28 09:20:00+00:00,0,0,61,0,19,0,0,1,1,0
2023-08-28 09:30:00+00:00,0,0,55,0,16,0,0,0,0,0
2023-08-28 09:40:00+00:00,1,0,74,0,20,0,0,0,0,0
2023-08-28 09:50:00+00:00,0,0,52,0,17,0,0,0,0,0
2023-08-28 10:00:00+00:00,0,0,47,0,18,0,0,0,0,0
2023-08-28 10:10:00+00:00,1,0,47,0,9,0,0,0,0,0
2023-08-28 10:20:00+00:00,0,0,63,0,8,0,0,0,0,0
2023-08-28 10:30:00+00:00,5,0,55,0,8,0,0,1,0,0
2023-08-28 10:40:00+00:00,0,0,52,0,13,0,0,0,0,0
2023-08-28 10:50:00+00:00,1,0,57,0,12,0,0,0,0,0
2023-08-28 11:00:00+00:00,1,0,53,0,14,0,0,0,0,0
2023-08-28 11:10:00+00:00,0,0,61,0,9,0,0,0,0,0
2023-08-28 11:20:00+00:00,0,0,67,0,18,0,1,1,0,0
2023-08-28 11:30:00+00:00,0,0,77,0,12,0,0,0,0,0
2023-08-28 11:40:00+00:00,0,0,76,0,15,0,1,0,0,0
2023-08-28 11:50:00+00:00,0,0,87,0,11,0,0,0,0,0
2023-08-28 12:00:00+00:00,0,0,69,0,9,0,0,0,0,0
2023-08-28 12:10:00+00:00,0,0,60,0,15,0,0,0,0,0
2023-08-28 12:20:00+00:00,0,0,61,1,9,0,0,0,0,0
2023-08-28 12:30:00+00:00,1,0,89,0,10,0,0,1,0,0
2023-08-28 12:40:00+00:00,0,0,64,0,16,0,0,0,0,0
2023-08-28 12:50:00+00:00,0,0,80,0,10,0,0,0,0,0
2023-08-28 13:00:00+00:00,0,0,83,0,13,0,0,0,0,0
2023-08-28 13:10:00+00:00,0,0,78,0,14,0,0,0,0,0
2023-08-28 13:20:00+00:00,0,0,82,0,12,0,0,0,0,0
2023-08-28 13:30:00+00:00,0,0,85,0,8,0,0,0,0,0
2023-08-28 13:40:00+00:00,0,0,81,0,18,0,0,0,0,0
2023-08-28 13:50:00+00:00,1,0,87,0,17,0,0,0,0,0
2023-08-28 14:00:00+00:00,0,0,76,1,14,0,0,0,0,0
2023-08-28 14:10:00+00:00,0,0,77,0,15,0,1,0,0,0
2023-08-28 14:20:00+00:00,0,0,109,0,19,0,0,0,0,0
2023-08-28 14:30:00+00:00,0,0,89,0,6,1,0,0,0,0
2023-08-28 14:40:00+00:00,0,0,66,0,13,0,0,0,0,0
2023-08-28 14:50:00+00:00,0,0,82,0,21,0,0,0,0,0
2023-08-28 15:00:00+00:00,0,0,85,0,12,0,0,0,0,0
2023-08-28 15:10:00+00:00,1,0,73,0,12,0,0,1,0,0
2023-08-28 15:20:00+00:00,0,0,85,0,10,0,0,0,0,0
2023-08-28 15:30:00+00:00,0,1,71,0,13,0,0,0,0,0
2023-08-28 15:40:00+00:00,0,0,78,0,12,0,0,0,0,0
2023-08-28 15:50:00+00:00,0,0,70,0,12,0,0,0,0,0
2023-08-28 16:00:00+00:00,2,0,55,0,8,0,0,0,0,0
2023-08-28 16:10:00+00:00,0,0,63,0,10,0,0,0,0,0
2023-08-28 16:20:00+00:00,2,0,68,0,18,0,0,0,0,0
2023-08-28 16:30:00+00:00,0,0,60,0,5,0,0,0,0,0
2023-08-28 16:40:00+00:00,0,0,64,0,7,0,0,0,0,0
2023-08-28 16:50:00+00:00,0,0,36,0,7,0,0,0,0,0
2023-08-28 17:00:00+00:00,0,0,48,0,17,0,0,0,0,0
2023-08-28 17:10:00+00:00,0,0,64,0,7,0,0,0,0,0
2023-08-28 17:20:00+00:00,0,0,50,0,7,0,0,0,0,0
2023-08-28 17:30:00+00:00,0,0,44,0,5,0,0,0,0,0
2023-08-28 17:40:00+00:00,0,0,30,0,8,0,0,0,0,0
2023-08-28 17:50:00+00:00,0,0,48,0,10,1,0,0,0,0
2023-08-28 18:00:00+00:00,0,0,30,0,8,0,0,0,0,0
2023-08-28 18:10:00+00:00,0,0,31,0,5,0,0,0,0,0
2023-08-28 18:20:00+00:00,0,0,52,0,7,0,0,0,0,0
2023-08-28 18:30:00+00:00,0,0,29,0,3,0,1,0,0,0
2023-08-28 18:40:00+00:00,0,0,38,0,3,0,0,0,0,0
2023-08-28 18:50:00+00:00,0,0,26,0,4,1,0,0,0,0
2023-08-28 19:00:00+00:00,0,0,30,0,9,1,0,0,0,0
2023-08-28 19:10:00+00:00,0,0,37,0,8,0,0,0,0,0
2023-08-28 19:20:00+00:00,0,0,48,0,3,0,0,0,0,0
2023-08-28 19:30:00+00:00,0,0,30,1,10,0,0,0,0,0
2023-08-28 19:40:00+00:00,2,0,18,0,7,0,0,1,0,0
2023-08-28 19:50:00+00:00,0,0,37,0,5,0,0,0,0,0
2023-08-28 20:00:00+00:00,0,0,30,0,5,0,0,0,0,0
2023-08-28 20:10:00+00:00,0,0,33,0,8,0,0,0,0,0
2023-08-28 20:20:00+00:00,0,0,29,0,7,0,0,0,0,0
2023-08-28 20:30:00+00:00,0,0,29,0,4,0,0,0,0,0
2023-08-28 20:40:00+00:00,0,0,37,0,2,1,0,0,0,0
2023-08-28 20:50:00+00:00,0,0,31,0,5,0,1,0,0,0
2023-08-28 21:00:00+00:00,0,0,31,0,8,0,0,0,0,0
2023-08-28 21:10:00+00:00,0,0,28,0,7,0,1,0,0,0
2023-08-28 21:20:00+00:00,0,0,26,0,7,0,0,0,0,0
2023-08-28 21:30:00+00:00,0,0,14,0,4,0,0,0,0,0
2023-08-28 21:40:00+00:00,0,0,21,0,4,0,0,0,0,0
2023-08-28 21:50:00+00:00,0,0,18,0,9,0,0,0,0,0
2023-08-28 22:00:00+00:00,0,0,10,0,11,0,0,0,0,0
2023-08-28 22:10:00+00:00,0,0,7,0,2,0,0,0,0,0
2023-08-28 22:20:00+00:00,0,0,12,0,4,0,0,0,0,0
2023-08-28 22:30:00+00:00,0,0,9,0,4,0,0,0,0,0
2023-08-28 22:40:00+00:00,0,0,9,0,0,0,0,0,0,0
2023-08-28 22:50:00+00:00,0,0,10,0,3,0,0,0,0,0
2023-08-28 23:00:00+00:00,0,0,5,0,2,0,0,0,0,0
2023-08-28 23:10:00+00:00,0,0,4,0,0,0,0,0,0,0
2023-08-28 23:20:00+00:00,0,0,10,0,0,0,0,0,0,0
2023-08-28 23:30:00+00:00,0,0,6,1,3,0,0,0,0,0
2023-08-28 23:40:00+00:00,0,0,6,0,2,0,0,0,0,0
2023-08-28 23:50:00+00:00,0,0,7,0,3,0,0,0,0,0
2023-08-29 00:00:00+00:00,0,0,4,0,1,0,0,0,0,0
