,Motorrad (R),LKW (S),LKW (R),Transporter (S),Kleintransporter (R),Kleintransporter (S),PKW (S),Fahrräder,Motorrad (S),PKW (R),Transporter (R)
2023-01-03 17:40:00+00:00,,4,,11,,5,44,12,1,,
2023-01-03 17:50:00+00:00,,2,,15,,2,34,12,1,,
2023-01-03 18:00:00+00:00,,0,,21,,0,37,11,1,,
2023-01-03 18:10:00+00:00,,0,,10,,2,41,12,1,,
2023-01-03 18:20:00+00:00,,2,,11,,4,30,12,1,,
2023-01-03 18:30:00+00:00,,3,,10,,2,34,10,0,,
2023-01-03 18:40:00+00:00,,5,,8,,2,30,8,2,,
2023-01-03 18:50:00+00:00,,1,,20,,2,28,11,0,,
2023-01-03 19:00:00+00:00,,4,,7,,3,21,10,1,,
2023-01-03 19:10:00+00:00,,3,,16,,0,28,9,1,,
2023-01-03 19:20:00+00:00,,3,,17,,1,23,15,0,,
2023-01-03 19:30:00+00:00,,2,,8,,2,24,6,2,,
2023-01-03 19:40:00+00:00,,4,,11,,2,20,8,1,,
2023-01-03 19:50:00+00:00,,2,,16,,2,25,6,0,,
2023-01-03 20:00:00+00:00,,0,,7,,4,27,5,0,,
2023-01-03 20:10:00+00:00,,0,,6,,1,14,8,0,,
2023-01-03 20:20:00+00:00,,0,,8,,0,40,9,0,,
2023-01-03 20:30:00+00:00,,2,,2,,3,22,4,0,,
2023-01-03 20:40:00+00:00,,0,,8,,0,33,8,0,,
2023-01-03 20:50:00+00:00,,1,,7,,0,17,3,1,,
2023-01-03 21:00:00+00:00,,0,,15,,0,20,3,0,,
2023-01-03 21:10:00+00:00,,0,,3,,1,21,5,1,,
2023-01-03 21:20:00+00:00,,0,,12,,0,20,10,1,,
2023-01-03 21:30:00+00:00,,3,,3,,1,21,4,1,,
2023-01-03 21:40:00+00:00,,2,,7,,1,25,6,1,,
2023-01-03 21:50:00+00:00,,2,,16,,1,51,8,0,,
2023-01-03 22:00:00+00:00,,0,,6,,1,57,1,0,,
2023-01-03 22:10:00+00:00,,2,,8,,2,20,3,0,,
2023-01-03 22:20:00+00:00,,0,,6,,1,11,2,1,,
2023-01-03 22:30:00+00:00,,2,,3,,2,19,4,0,,
2023-01-03 22:40:00+00:00,,2,,3,,0,6,0,0,,
2023-01-03 22:50:00+00:00,,0,,3,,0,11,2,0,,
2023-01-03 23:00:00+00:00,,1,,1,,1,18,2,1,,
2023-01-03 23:10:00+00:00,,5,,4,,0,13,2,1,,
2023-01-03 23:20:00+00:00,,0,,12,,0,11,2,0,,
2023-01-03 23:30:00+00:00,,1,,1,,1,2,1,0,,
2023-01-03 23:40:00+00:00,,2,,3,,1,4,1,0,,
2023-01-03 23:50:00+00:00,,0,,4,,0,9,3,0,,
2023-01-04 00:00:00+00:00,,0,,1,,0,7,1,0,,
2023-01-04 00:10:00+00:00,,2,,4,,0,4,0,0,,
2023-01-04 00:20:00+00:00,,0,,3,,0,3,3,0,,
2023-01-04 00:30:00+00:00,,1,,1,,0,3,2,0,,
2023-01-04 00:40:00+00:00,,1,,0,,4,4,2,0,,
2023-01-04 00:50:00+00:00,,1,,2,,0,3,2,0,,
2023-01-04 01:00:00+00:00,,0,,0,,0,4,2,0,,
2023-01-04 01:10:00+00:00,,0,,1,,2,6,0,0,,
2023-01-04 01:20:00+00:00,,1,,1,,0,6,0,0,,
2023-01-04 01:30:00+00:00,,0,,1,,0,8,0,0,,
2023-01-04 01:40:00+00:00,,0,,1,,0,2,0,0,,
2023-01-04 01:50:00+00:00,,0,,2,,0,8,0,0,,
2023-01-04 02:00:00+00:00,,0,,2,,0,6,0,0,,
2023-01-04 02:10:00+00:00,,0,,1,,2,5,1,0,,
2023-01-04 02:20:00+00:00,,0,,1,,0,3,1,0,,
2023-01-04 02:30:00+00:00,,0,,2,,0,2,0,0,,
2023-01-04 02:40:00+00:00,,0,,4,,0,2,0,0,,
2023-01-04 02:50:00+00:00,,0,,0,,0,5,1,0,,
2023-01-04 03:00:00+00:00,,0,,5,,0,2,0,0,,
2023-01-04 03:10:00+00:00,,0,,3,,0,7,0,0,,
2023-01-04 03:20:00+00:00,,0,,2,,0,2,0,1,,
2023-01-04 03:30:00+00:00,,0,,2,,0,13,0,2,,
2023-01-04 03:40:00+00:00,,0,,4,,0,3,4,0,,
2023-01-04 03:50:00+00:00,,0,,2,,0,5,4,0,,
2023-01-04 04:00:00+00:00,,0,,3,,0,6,2,1,,
2023-01-04 04:10:00+00:00,,0,,3,,0,14,2,0,,
2023-01-04 04:20:00+00:00,,0,,6,,0,7,0,0,,
2023-01-04 04:30:00+00:00,,0,,3,,0,14,4,0,,
2023-01-04 04:40:00+00:00,,0,,4,,0,13,3,2,,
2023-01-04 04:50:00+00:00,,2,,9,,0,16,5,2,,
2023-01-04 05:00:00+00:00,,0,,12,,0,13,5,1,,
2023-01-04 05:10:00+00:00,,0,,4,,1,8,3,0,,
2023-01-04 05:20:00+00:00,,0,,10,,0,20,3,1,,
2023-01-04 05:30:00+00:00,,1,,8,,0,18,4,2,,
2023-01-04 05:40:00+00:00,,0,,15,,0,29,5,3,,
2023-01-04 05:50:00+00:00,,1,,13,,2,35,8,1,,
2023-01-04 06:00:00+00:00,,0,,12,,0,26,10,2,,
2023-01-04 06:10:00+00:00,,0,,8,,0,25,5,1,,
2023-01-04 06:20:00+00:00,,1,,17,,0,41,4,4,,
2023-01-04 06:30:00+00:00,,1,,16,,0,24,7,2,,
2023-01-04 06:40:00+00:00,,0,,14,,0,30,6,3,,
2023-01-04 06:50:00+00:00,,0,,16,,0,33,15,2,,
2023-01-04 07:00:00+00:00,,0,,15,,0,29,10,2,,
2023-01-04 07:10:00+00:00,,1,,13,,1,36,21,3,,
2023-01-04 07:20:00+00:00,,1,,13,,0,22,13,1,,
2023-01-04 07:30:00+00:00,,0,,14,,0,38,21,6,,
2023-01-04 07:40:00+00:00,,0,,12,,0,30,13,0,,
2023-01-04 07:50:00+00:00,,0,,22,,0,39,13,6,,
2023-01-04 08:00:00+00:00,,1,,17,,2,31,23,2,,
2023-01-04 08:10:00+00:00,,1,,15,,0,25,19,3,,
2023-01-04 08:20:00+00:00,,0,,12,,0,27,12,2,,
2023-01-04 08:30:00+00:00,,0,,12,,3,27,13,0,,
2023-01-04 08:40:00+00:00,,0,,19,,0,29,9,1,,
2023-01-04 08:50:00+00:00,,0,,21,,0,35,15,5,,
2023-01-04 09:00:00+00:00,,2,,17,,3,25,7,0,,
2023-01-04 09:10:00+00:00,,2,,22,,0,33,14,1,,
2023-01-04 09:20:00+00:00,,2,,16,,0,42,6,3,,
2023-01-04 09:30:00+00:00,,0,,14,,0,34,7,4,,
2023-01-04 09:40:00+00:00,,2,,21,,0,33,14,2,,
2023-01-04 09:50:00+00:00,,5,,12,,0,30,6,1,,
2023-01-04 10:00:00+00:00,,4,,13,,3,37,11,1,,
2023-01-04 10:10:00+00:00,,0,,22,,0,51,6,3,,
2023-01-04 10:20:00+00:00,,0,,23,,0,37,12,0,,
2023-01-04 10:30:00+00:00,,0,,18,,0,35,8,2,,
2023-01-04 10:40:00+00:00,,0,,20,,0,44,9,1,,
2023-01-04 10:50:00+00:00,,1,,19,,0,35,6,3,,
2023-01-04 11:00:00+00:00,,1,,23,,0,41,10,2,,
2023-01-04 11:10:00+00:00,,0,,20,,1,42,9,0,,
2023-01-04 11:20:00+00:00,,2,,15,,4,39,14,1,,
2023-01-04 11:30:00+00:00,,1,,21,,0,30,8,1,,
2023-01-04 11:40:00+00:00,,3,,19,,0,44,9,0,,
2023-01-04 11:50:00+00:00,,1,,12,,0,29,16,0,,
2023-01-04 12:00:00+00:00,,0,,21,,0,48,14,0,,
2023-01-04 12:10:00+00:00,,0,,18,,0,42,15,3,,
2023-01-04 12:20:00+00:00,,0,,22,,0,49,15,0,,
2023-01-04 12:30:00+00:00,,0,,20,,0,32,10,0,,
2023-01-04 12:40:00+00:00,,5,,18,,0,50,10,1,,
2023-01-04 12:50:00+00:00,,0,,28,,0,45,9,3,,
2023-01-04 13:00:00+00:00,,0,,23,,0,49,15,0,,
2023-01-04 13:10:00+00:00,,0,,24,,1,42,7,2,,
2023-01-04 13:20:00+00:00,,0,,20,,0,43,14,0,,
2023-01-04 13:30:00+00:00,,0,,22,,0,33,15,0,,
2023-01-04 13:40:00+00:00,,0,,23,,0,56,13,0,,
2023-01-04 13:50:00+00:00,,0,,12,,0,40,12,2,,
2023-01-04 14:00:00+00:00,,0,,16,,0,42,9,3,,
2023-01-04 14:10:00+00:00,,1,,16,,1,59,12,1,,
2023-01-04 14:20:00+00:00,,0,,14,,0,54,7,2,,
2023-01-04 14:30:00+00:00,,0,,26,,0,43,16,3,,
2023-01-04 14:40:00+00:00,,1,,11,,0,52,11,2,,
2023-01-04 14:50:00+00:00,,2,,23,,0,52,13,1,,
2023-01-04 15:00:00+00:00,,4,,26,,0,38,16,1,,
2023-01-04 15:10:00+00:00,,0,,17,,1,43,18,1,,
2023-01-04 15:20:00+00:00,,0,,12,,0,48,13,0,,
2023-01-04 15:30:00+00:00,,1,,27,,1,45,16,1,,
2023-01-04 15:40:00+00:00,,1,,22,,2,48,13,0,,
2023-01-04 15:50:00+00:00,,0,,26,,0,58,11,3,,
2023-01-04 16:00:00+00:00,,0,,19,,0,51,11,3,,
2023-01-04 16:10:00+00:00,,1,,11,,1,58,8,0,,
2023-01-04 16:20:00+00:00,,0,,17,,1,72,15,3,,
2023-01-04 16:30:00+00:00,,0,,22,,0,60,14,1,,
2023-01-04 16:40:00+00:00,,2,,20,,0,42,23,3,,
2023-01-04 16:50:00+00:00,,0,,22,,0,51,18,0,,
2023-01-04 17:00:00+00:00,,0,,14,,0,33,19,0,,
2023-01-04 17:10:00+00:00,,0,,21,,0,64,14,0,,
2023-01-04 17:20:00+00:00,,0,,24,,0,42,17,0,,
2023-01-04 17:30:00+00:00,,0,,8,,2,36,12,0,,
2023-01-04 17:40:00+00:00,,0,,17,,0,56,9,2,,
2023-01-04 17:50:00+00:00,,0,,18,,0,29,6,0,,
2023-01-04 18:00:00+00:00,,0,,11,,1,45,17,0,,
2023-01-04 18:10:00+00:00,,0,,9,,0,28,11,0,,
2023-01-04 18:20:00+00:00,,0,,15,,0,30,10,0,,
2023-01-04 18:30:00+00:00,,0,,16,,0,33,10,0,,
2023-01-04 18:40:00+00:00,,0,,9,,0,29,10,1,,
2023-01-04 18:50:00+00:00,,0,,9,,0,30,7,1,,
2023-01-04 19:00:00+00:00,,0,,6,,0,47,10,0,,
2023-01-04 19:10:00+00:00,,0,,10,,0,29,5,0,,
2023-01-04 19:20:00+00:00,,0,,7,,3,35,11,0,,
2023-01-04 19:30:00+00:00,,1,,12,,0,15,13,1,,
2023-01-04 19:40:00+00:00,,2,,8,,0,30,8,0,,
2023-01-04 19:50:00+00:00,,0,,8,,0,23,6,1,,
2023-01-04 20:00:00+00:00,,0,,9,,1,26,10,0,,
2023-01-04 20:10:00+00:00,,0,,6,,0,31,5,0,,
2023-01-04 20:20:00+00:00,,1,,6,,1,20,7,2,,
2023-01-04 20:30:00+00:00,,1,,7,,1,21,3,0,,
2023-01-04 20:40:00+00:00,,2,,4,,3,27,5,0,,
2023-01-04 20:50:00+00:00,,0,,10,,0,14,6,0,,
2023-01-04 21:00:00+00:00,,0,,7,,0,25,3,1,,
2023-01-04 21:10:00+00:00,,0,,9,,1,27,7,0,,
2023-01-04 21:20:00+00:00,,0,,11,,0,19,4,0,,
2023-01-04 21:30:00+00:00,,0,,6,,0,30,5,0,,
2023-01-04 21:40:00+00:00,,0,,11,,0,28,7,0,,
2023-01-04 21:50:00+00:00,,0,,15,,0,36,5,0,,
2023-01-04 22:00:00+00:00,,0,,9,,0,13,7,0,,
2023-01-04 22:10:00+00:00,,3,,4,,0,12,7,1,,
2023-01-04 22:20:00+00:00,,0,,6,,0,9,7,1,,
2023-01-04 22:30:00+00:00,,0,,7,,1,10,5,0,,
2023-01-04 22:40:00+00:00,,1,,3,,0,21,1,0,,
2023-01-04 22:50:00+00:00,,0,,2,,0,18,3,1,,
2023-01-04 23:00:00+00:00,,0,,1,,1,10,2,0,,
2023-01-04 23:10:00+00:00,,0,,4,,0,12,3,0,,
2023-01-04 23:20:00+00:00,,0,,1,,0,8,2,1,,
2023-01-04 23:30:00+00:00,,0,,4,,0,10,3,0,,
2023-01-04 23:40:00+00:00,,0,,4,,0,8,0,0,,
2023-01-04 23:50:00+00:00,,0,,2,,0,7,3,0,,
2023-01-05 00:00:00+00:00,,0,,3,,0,7,1,0,,
2023-01-05 00:10:00+00:00,,0,,2,,0,12,2,0,,
2023-01-05 00:20:00+00:00,,0,,1,,0,9,0,0,,
2023-01-05 00:30:00+00:00,,0,,1,,0,8,2,0,,
2023-01-05 00:40:00+00:00,,0,,2,,0,2,1,0,,
2023-01-05 00:50:00+00:00,,0,,1,,0,5,0,0,,
2023-01-05 01:00:00+00:00,,0,,0,,0,4,0,0,,
2023-01-05 01:10:00+00:00,,0,,2,,0,4,0,0,,
2023-01-05 01:20:00+00:00,,0,,2,,0,7,0,0,,
2023-01-05 01:30:00+00:00,,0,,1,,0,5,0,0,,
2023-01-05 01:40:00+00:00,,0,,0,,0,6,1,0,,
2023-01-05 01:50:00+00:00,,0,,1,,0,4,0,0,,
2023-01-05 02:00:00+00:00,,0,,2,,0,6,2,0,,
2023-01-05 02:10:00+00:00,,0,,2,,0,7,0,0,,
2023-01-05 02:20:00+00:00,,0,,0,,0,4,0,0,,
2023-01-05 02:30:00+00:00,,0,,1,,0,4,1,0,,
2023-01-05 02:40:00+00:00,,0,,0,,0,4,1,0,,
2023-01-05 02:50:00+00:00,,0,,2,,0,4,1,0,,
2023-01-05 03:00:00+00:00,,0,,2,,0,1,0,0,,
2023-01-05 03:10:00+00:00,,0,,2,,0,0,0,0,,
2023-01-05 03:20:00+00:00,,0,,1,,0,2,0,0,,
2023-01-05 03:30:00+00:00,,0,,5,,0,5,1,0,,
2023-01-05 03:40:00+00:00,,0,,1,,0,6,1,0,,
2023-01-05 03:50:00+00:00,,0,,1,,0,8,5,0,,
2023-01-05 04:00:00+00:00,,0,,1,,0,8,3,0,,
2023-01-05 04:10:00+00:00,,0,,6,,0,12,3,0,,
2023-01-05 04:20:00+00:00,,0,,1,,0,9,2,0,,
2023-01-05 04:30:00+00:00,,0,,8,,0,11,1,0,,
2023-01-05 04:40:00+00:00,,0,,8,,0,14,4,0,,
2023-01-05 04:50:00+00:00,,0,,10,,0,15,4,1,,
2023-01-05 05:00:00+00:00,,6,,4,,3,19,5,0,,
2023-01-05 05:10:00+00:00,,2,,15,,0,10,5,0,,
2023-01-05 05:20:00+00:00,,0,,9,,0,23,4,0,,
2023-01-05 05:30:00+00:00,,1,,8,,0,25,6,1,,
2023-01-05 05:40:00+00:00,,0,,13,,1,27,4,0,,
2023-01-05 05:50:00+00:00,,0,,17,,0,24,7,1,,
2023-01-05 06:00:00+00:00,,0,,18,,0,35,7,3,,
2023-01-05 06:10:00+00:00,,0,,13,,1,22,9,0,,
2023-01-05 06:20:00+00:00,,2,,19,,2,23,7,0,,
2023-01-05 06:30:00+00:00,,0,,17,,0,14,7,1,,
2023-01-05 06:40:00+00:00,,1,,21,,2,24,7,3,,
2023-01-05 06:50:00+00:00,,0,,22,,0,49,13,1,,
2023-01-05 07:00:00+00:00,,0,,18,,0,29,8,1,,
2023-01-05 07:10:00+00:00,,3,,19,,0,25,16,0,,
2023-01-05 07:20:00+00:00,,2,,17,,3,29,18,1,,
2023-01-05 07:30:00+00:00,,0,,21,,0,29,15,0,,
2023-01-05 07:40:00+00:00,,0,,18,,0,26,23,1,,
2023-01-05 07:50:00+00:00,,0,,22,,0,32,22,1,,
2023-01-05 08:00:00+00:00,,0,,18,,0,35,24,0,,
2023-01-05 08:10:00+00:00,,0,,18,,0,33,20,0,,
2023-01-05 08:20:00+00:00,,1,,18,,0,35,13,0,,
2023-01-05 08:30:00+00:00,,0,,14,,0,29,21,1,,
2023-01-05 08:40:00+00:00,,0,,20,,0,34,17,0,,
2023-01-05 08:50:00+00:00,,0,,21,,0,33,8,1,,
2023-01-05 09:00:00+00:00,,1,,17,,0,46,4,1,,
2023-01-05 09:10:00+00:00,,0,,18,,1,26,19,0,,
2023-01-05 09:20:00+00:00,,0,,19,,0,44,11,1,,
2023-01-05 09:30:00+00:00,,1,,22,,0,34,15,2,,
2023-01-05 09:40:00+00:00,,0,,34,,1,37,13,1,,
2023-01-05 09:50:00+00:00,,0,,12,,0,40,12,0,,
2023-01-05 10:00:00+00:00,,0,,22,,0,43,12,0,,
2023-01-05 10:10:00+00:00,,0,,18,,0,40,12,0,,
2023-01-05 10:20:00+00:00,,0,,30,,0,54,14,1,,
2023-01-05 10:30:00+00:00,,0,,17,,0,42,10,1,,
2023-01-05 10:40:00+00:00,,1,,30,,0,49,13,2,,
2023-01-05 10:50:00+00:00,,2,,25,,0,37,13,0,,
2023-01-05 11:00:00+00:00,,0,,25,,0,44,14,0,,
2023-01-05 11:10:00+00:00,,0,,23,,0,41,8,0,,
2023-01-05 11:20:00+00:00,,0,,24,,0,29,16,0,,
2023-01-05 11:30:00+00:00,,0,,17,,0,26,12,0,,
2023-01-05 11:40:00+00:00,,3,,24,,0,39,18,1,,
2023-01-05 11:50:00+00:00,,1,,19,,1,33,12,0,,
2023-01-05 12:00:00+00:00,,0,,18,,0,46,16,0,,
2023-01-05 12:10:00+00:00,,0,,25,,0,48,16,1,,
2023-01-05 12:20:00+00:00,,2,,24,,2,43,14,2,,
2023-01-05 12:30:00+00:00,,0,,28,,0,42,16,0,,
2023-01-05 12:40:00+00:00,,1,,29,,0,35,13,0,,
2023-01-05 12:50:00+00:00,,0,,25,,0,44,15,4,,
2023-01-05 13:00:00+00:00,,2,,30,,0,45,17,2,,
2023-01-05 13:10:00+00:00,,0,,18,,0,55,22,1,,
2023-01-05 13:20:00+00:00,,0,,29,,1,48,17,1,,
2023-01-05 13:30:00+00:00,,1,,25,,0,53,22,0,,
2023-01-05 13:40:00+00:00,,1,,20,,1,48,17,0,,
2023-01-05 13:50:00+00:00,,0,,20,,0,41,14,2,,
2023-01-05 14:00:00+00:00,,0,,27,,1,51,10,2,,
2023-01-05 14:10:00+00:00,,0,,35,,0,47,27,0,,
2023-01-05 14:20:00+00:00,,0,,30,,3,56,17,0,,
2023-01-05 14:30:00+00:00,,0,,20,,0,54,12,2,,
2023-01-05 14:40:00+00:00,,4,,25,,3,58,17,1,,
2023-01-05 14:50:00+00:00,,1,,38,,0,65,16,0,,
2023-01-05 15:00:00+00:00,,1,,26,,0,59,21,3,,
2023-01-05 15:10:00+00:00,,1,,24,,3,43,15,0,,
2023-01-05 15:20:00+00:00,,0,,28,,0,61,14,2,,
2023-01-05 15:30:00+00:00,,0,,22,,0,57,21,0,,
2023-01-05 15:40:00+00:00,,0,,34,,0,65,25,2,,
2023-01-05 15:50:00+00:00,,0,,30,,0,60,18,2,,
2023-01-05 16:00:00+00:00,,1,,29,,3,59,18,1,,
2023-01-05 16:10:00+00:00,,0,,26,,0,49,28,1,,
2023-01-05 16:20:00+00:00,,2,,21,,1,62,12,1,,
2023-01-05 16:30:00+00:00,,0,,23,,0,58,17,0,,
2023-01-05 16:40:00+00:00,,1,,20,,3,44,17,1,,
2023-01-05 16:50:00+00:00,,3,,24,,1,55,18,0,,
2023-01-05 17:00:00+00:00,,0,,22,,0,44,16,1,,
2023-01-05 17:10:00+00:00,,0,,23,,0,54,15,1,,
2023-01-05 17:20:00+00:00,,0,,25,,0,47,20,0,,
2023-01-05 17:30:00+00:00,,0,,15,,0,57,10,2,,
2023-01-05 17:40:00+00:00,,1,,27,,1,57,16,2,,
2023-01-05 17:50:00+00:00,,1,,23,,1,42,15,0,,
2023-01-05 18:00:00+00:00,,0,,18,,1,38,15,0,,
2023-01-05 18:10:00+00:00,,0,,17,,1,40,16,0,,
2023-01-05 18:20:00+00:00,,1,,14,,0,39,13,0,,
2023-01-05 18:30:00+00:00,,0,,16,,0,39,12,0,,
2023-01-05 18:40:00+00:00,,0,,25,,0,34,8,0,,
2023-01-05 18:50:00+00:00,,1,,12,,0,68,7,0,,
2023-01-05 19:00:00+00:00,,1,,17,,1,38,17,0,,
2023-01-05 19:10:00+00:00,,0,,14,,0,40,10,0,,
2023-01-05 19:20:00+00:00,,0,,16,,0,19,12,0,,
2023-01-05 19:30:00+00:00,,1,,17,,1,29,11,0,,
2023-01-05 19:40:00+00:00,,0,,13,,0,35,13,1,,
2023-01-05 19:50:00+00:00,,0,,6,,2,31,6,0,,
2023-01-05 20:00:00+00:00,,2,,9,,1,26,12,1,,
2023-01-05 20:10:00+00:00,,0,,12,,0,39,8,0,,
2023-01-05 20:20:00+00:00,,3,,13,,0,26,11,2,,
2023-01-05 20:30:00+00:00,,2,,5,,2,32,6,0,,
2023-01-05 20:40:00+00:00,,0,,11,,0,14,5,0,,
2023-01-05 20:50:00+00:00,,0,,9,,0,17,9,0,,
2023-01-05 21:00:00+00:00,,0,,8,,1,35,5,0,,
2023-01-05 21:10:00+00:00,,0,,7,,0,34,5,0,,
2023-01-05 21:20:00+00:00,,1,,9,,0,23,5,0,,
2023-01-05 21:30:00+00:00,,0,,10,,3,22,10,0,,
2023-01-05 21:40:00+00:00,,5,,12,,2,28,7,0,,
2023-01-05 21:50:00+00:00,,0,,10,,0,29,8,0,,
2023-01-05 22:00:00+00:00,,1,,2,,0,27,4,0,,
2023-01-05 22:10:00+00:00,,1,,8,,1,31,5,0,,
2023-01-05 22:20:00+00:00,,0,,2,,6,8,8,0,,
2023-01-05 22:30:00+00:00,,2,,6,,0,16,6,0,,
2023-01-05 22:40:00+00:00,,1,,11,,0,13,4,0,,
2023-01-05 22:50:00+00:00,,0,,9,,0,23,3,0,,
2023-01-05 23:00:00+00:00,,0,,4,,0,10,3,2,,
2023-01-05 23:10:00+00:00,,2,,7,,1,14,6,0,,
2023-01-05 23:20:00+00:00,,1,,2,,1,12,0,0,,
2023-01-05 23:30:00+00:00,,3,,5,,2,12,3,0,,
2023-01-05 23:40:00+00:00,,0,,3,,0,12,1,0,,
2023-01-05 23:50:00+00:00,,0,,4,,0,12,4,0,,
2023-01-06 00:00:00+00:00,,6,,0,,3,10,3,0,,
2023-01-06 00:10:00+00:00,,0,,1,,0,10,1,0,,
2023-01-06 00:20:00+00:00,,0,,4,,0,9,2,1,,
2023-01-06 00:30:00+00:00,,0,,0,,0,7,1,0,,
2023-01-06 00:40:00+00:00,,0,,0,,0,7,1,2,,
2023-01-06 00:50:00+00:00,,0,,1,,0,5,3,0,,
2023-01-06 01:00:00+00:00,,0,,1,,0,7,0,0,,
2023-01-06 01:10:00+00:00,,0,,1,,0,7,0,0,,
2023-01-06 01:20:00+00:00,,0,,0,,0,8,1,0,,
2023-01-06 01:30:00+00:00,,0,,0,,0,6,0,0,,
2023-01-06 01:40:00+00:00,,0,,1,,0,7,0,0,,
2023-01-06 01:50:00+00:00,,0,,0,,0,3,3,0,,
2023-01-06 02:00:00+00:00,,0,,0,,0,5,1,1,,
2023-01-06 02:10:00+00:00,,0,,2,,0,3,0,0,,
2023-01-06 02:20:00+00:00,,0,,1,,0,3,2,0,,
2023-01-06 02:30:00+00:00,,0,,2,,0,6,0,0,,
2023-01-06 02:40:00+00:00,,0,,3,,0,2,0,0,,
2023-01-06 02:50:00+00:00,,0,,3,,0,2,0,0,,
2023-01-06 03:00:00+00:00,,0,,2,,0,3,0,0,,
2023-01-06 03:10:00+00:00,,0,,2,,0,1,0,0,,
2023-01-06 03:20:00+00:00,,0,,2,,0,7,2,0,,
2023-01-06 03:30:00+00:00,,0,,1,,0,4,0,0,,
2023-01-06 03:40:00+00:00,,1,,1,,2,4,1,0,,
2023-01-06 03:50:00+00:00,,0,,1,,0,5,2,0,,
2023-01-06 04:00:00+00:00,,0,,3,,0,7,0,0,,
2023-01-06 04:10:00+00:00,,0,,2,,0,16,3,0,,
2023-01-06 04:20:00+00:00,,0,,4,,0,6,1,0,,
2023-01-06 04:30:00+00:00,,0,,3,,0,14,2,0,,
2023-01-06 04:40:00+00:00,,0,,2,,0,12,3,2,,
2023-01-06 04:50:00+00:00,,0,,5,,0,11,8,1,,
2023-01-06 05:00:00+00:00,,0,,6,,0,12,5,2,,
2023-01-06 05:10:00+00:00,,0,,3,,0,17,1,5,,
2023-01-06 05:20:00+00:00,,0,,8,,0,7,2,2,,
2023-01-06 05:30:00+00:00,,0,,4,,0,12,2,2,,
2023-01-06 05:40:00+00:00,,0,,6,,0,15,4,5,,
2023-01-06 05:50:00+00:00,,0,,6,,0,16,3,4,,
2023-01-06 06:00:00+00:00,,0,,4,,0,17,2,5,,
2023-01-06 06:10:00+00:00,,0,,5,,0,14,5,4,,
2023-01-06 06:20:00+00:00,,0,,6,,0,11,1,3,,
2023-01-06 06:30:00+00:00,,0,,4,,0,14,1,5,,
2023-01-06 06:40:00+00:00,,0,,9,,0,21,4,2,,
2023-01-06 06:50:00+00:00,,0,,11,,0,17,4,3,,
2023-01-06 07:00:00+00:00,,0,,5,,0,10,3,3,,
2023-01-06 07:10:00+00:00,,0,,8,,0,5,8,1,,
2023-01-06 07:20:00+00:00,,0,,6,,0,11,5,3,,
2023-01-06 07:30:00+00:00,,0,,7,,0,10,4,0,,
2023-01-06 07:40:00+00:00,,0,,9,,0,12,9,0,,
2023-01-06 07:50:00+00:00,,0,,11,,0,21,5,1,,
2023-01-06 08:00:00+00:00,,0,,10,,0,23,6,1,,
2023-01-06 08:10:00+00:00,,0,,3,,0,17,7,1,,
2023-01-06 08:20:00+00:00,,0,,7,,0,21,5,0,,
2023-01-06 08:30:00+00:00,,1,,4,,1,23,5,0,,
2023-01-06 08:40:00+00:00,,0,,9,,0,13,3,1,,
2023-01-06 08:50:00+00:00,,0,,11,,0,21,10,1,,
2023-01-06 09:00:00+00:00,,2,,7,,0,18,3,0,,
2023-01-06 09:10:00+00:00,,0,,15,,0,20,9,0,,
2023-01-06 09:20:00+00:00,,2,,9,,0,26,9,0,,
2023-01-06 09:30:00+00:00,,0,,12,,0,32,4,0,,
2023-01-06 09:40:00+00:00,,0,,3,,0,30,8,4,,
2023-01-06 09:50:00+00:00,,2,,10,,1,24,8,0,,
2023-01-06 10:00:00+00:00,,0,,8,,0,24,9,2,,
2023-01-06 10:10:00+00:00,,0,,10,,0,31,10,1,,
2023-01-06 10:20:00+00:00,,0,,13,,0,26,11,1,,
2023-01-06 10:30:00+00:00,,5,,12,,0,25,8,0,,
2023-01-06 10:40:00+00:00,,0,,11,,0,32,9,2,,
2023-01-06 10:50:00+00:00,,0,,12,,0,31,8,1,,
2023-01-06 11:00:00+00:00,,0,,22,,0,35,11,0,,
2023-01-06 11:10:00+00:00,,0,,9,,0,25,5,1,,
2023-01-06 11:20:00+00:00,,0,,18,,0,34,14,1,,
2023-01-06 11:30:00+00:00,,0,,15,,0,45,12,0,,
2023-01-06 11:40:00+00:00,,5,,22,,0,37,12,0,,
2023-01-06 11:50:00+00:00,,0,,18,,2,39,7,0,,
2023-01-06 12:00:00+00:00,,0,,19,,0,30,9,0,,
2023-01-06 12:10:00+00:00,,1,,22,,0,41,12,0,,
2023-01-06 12:20:00+00:00,,2,,15,,0,36,5,2,,
2023-01-06 12:30:00+00:00,,0,,9,,0,39,12,0,,
2023-01-06 12:40:00+00:00,,0,,16,,0,44,6,1,,
2023-01-06 12:50:00+00:00,,1,,13,,0,37,6,0,,
2023-01-06 13:00:00+00:00,,1,,21,,0,47,11,0,,
2023-01-06 13:10:00+00:00,,0,,20,,0,45,16,3,,
2023-01-06 13:20:00+00:00,,0,,14,,0,52,11,1,,
2023-01-06 13:30:00+00:00,,0,,20,,0,37,13,0,,
2023-01-06 13:40:00+00:00,,0,,16,,0,45,10,0,,
