Timestamp;Object_Id;Plausibilisiert 60min.Zählung Kfz[Fzg/h];dto_VehClass1Long.dto_VehClass1Long;.;dto_VehClass1Long.dto_VehClass1Long;dto_VehClass1Long.dto_VehClass1Long
11.09.2023 01:00;MQ 3.1 Flyover Ri Parkring;53;;MQ 3.2 Flyover Ri Luisenring;44;
11.09.2023 02:00;MQ 3.1 Flyover Ri Parkring;35;;MQ 3.2 Flyover Ri Luisenring;30;
11.09.2023 03:00;MQ 3.1 Flyover Ri Parkring;19;;MQ 3.2 Flyover Ri Luisenring;25;
11.09.2023 04:00;MQ 3.1 Flyover Ri Parkring;22;;MQ 3.2 Flyover Ri Luisenring;17;
11.09.2023 05:00;MQ 3.1 Flyover Ri Parkring;63;;MQ 3.2 Flyover Ri Luisenring;56;
11.09.2023 06:00;MQ 3.1 Flyover Ri Parkring;245;;MQ 3.2 Flyover Ri Luisenring;207;
11.09.2023 07:00;MQ 3.1 Flyover Ri Parkring;314;;MQ 3.2 Flyover Ri Luisenring;249;
11.09.2023 08:00;MQ 3.1 Flyover Ri Parkring;540;;MQ 3.2 Flyover Ri Luisenring;398;
11.09.2023 09:00;MQ 3.1 Flyover Ri Parkring;518;;MQ 3.2 Flyover Ri Luisenring;411;
11.09.2023 10:00;MQ 3.1 Flyover Ri Parkring;431;;MQ 3.2 Flyover Ri Luisenring;353;
11.09.2023 11:00;MQ 3.1 Flyover Ri Parkring;387;;MQ 3.2 Flyover Ri Luisenring;390;
11.09.2023 12:00;MQ 3.1 Flyover Ri Parkring;377;;MQ 3.2 Flyover Ri Luisenring;333;
11.09.2023 13:00;MQ 3.1 Flyover Ri Parkring;324;;MQ 3.2 Flyover Ri Luisenring;383;
11.09.2023 14:00;MQ 3.1 Flyover Ri Parkring;436;;MQ 3.2 Flyover Ri Luisenring;468;
11.09.2023 15:00;MQ 3.1 Flyover Ri Parkring;399;;MQ 3.2 Flyover Ri Luisenring;489;
11.09.2023 16:00;MQ 3.1 Flyover Ri Parkring;417;;MQ 3.2 Flyover Ri Luisenring;460;
11.09.2023 17:00;MQ 3.1 Flyover Ri Parkring;421;;MQ 3.2 Flyover Ri Luisenring;511,3;
11.09.2023 18:00;MQ 3.1 Flyover Ri Parkring;421;;MQ 3.2 Flyover Ri Luisenring;404;
11.09.2023 19:00;MQ 3.1 Flyover Ri Parkring;368;;MQ 3.2 Flyover Ri Luisenring;203;
11.09.2023 20:00;MQ 3.1 Flyover Ri Parkring;285;;MQ 3.2 Flyover Ri Luisenring;363;
11.09.2023 21:00;MQ 3.1 Flyover Ri Parkring;254;;MQ 3.2 Flyover Ri Luisenring;216;
11.09.2023 22:00;MQ 3.1 Flyover Ri Parkring;191;;MQ 3.2 Flyover Ri Luisenring;130;
11.09.2023 23:00;MQ 3.1 Flyover Ri Parkring;172;;MQ 3.2 Flyover Ri Luisenring;177;
11.09.2023 23:59;MQ 3.1 Flyover Ri Parkring;103;;MQ 3.2 Flyover Ri Luisenring;70;
12.09.2023 01:00;MQ 3.1 Flyover Ri Parkring;56;;MQ 3.2 Flyover Ri Luisenring;37;
12.09.2023 02:00;MQ 3.1 Flyover Ri Parkring;36;;MQ 3.2 Flyover Ri Luisenring;27;
12.09.2023 03:00;MQ 3.1 Flyover Ri Parkring;19;;MQ 3.2 Flyover Ri Luisenring;10;
12.09.2023 04:00;MQ 3.1 Flyover Ri Parkring;28;;MQ 3.2 Flyover Ri Luisenring;16;
12.09.2023 05:00;MQ 3.1 Flyover Ri Parkring;68;;MQ 3.2 Flyover Ri Luisenring;43;
12.09.2023 06:00;MQ 3.1 Flyover Ri Parkring;229;;MQ 3.2 Flyover Ri Luisenring;184;
12.09.2023 07:00;MQ 3.1 Flyover Ri Parkring;351;;MQ 3.2 Flyover Ri Luisenring;274;
12.09.2023 08:00;MQ 3.1 Flyover Ri Parkring;560;;MQ 3.2 Flyover Ri Luisenring;429;
12.09.2023 09:00;MQ 3.1 Flyover Ri Parkring;574;;MQ 3.2 Flyover Ri Luisenring;408;
12.09.2023 10:00;MQ 3.1 Flyover Ri Parkring;380;;MQ 3.2 Flyover Ri Luisenring;343;
12.09.2023 11:00;MQ 3.1 Flyover Ri Parkring;360;;MQ 3.2 Flyover Ri Luisenring;329;
