Timestamp;Object_Id;MQ 2.2;;Object_Id_1;MQ 2.1;
01.01.2023 01:00;MQ 2.2 KSB Ri LU;653;;MQ 2.1 KSB Ri MA;432;
01.01.2023 02:00;MQ 2.2 KSB Ri LU;777;;MQ 2.1 KSB Ri MA;916;
01.01.2023 03:00;MQ 2.2 KSB Ri LU;612;;MQ 2.1 KSB Ri MA;677;
01.01.2023 04:00;MQ 2.2 KSB Ri LU;458;;MQ 2.1 KSB Ri MA;475;
01.01.2023 05:00;MQ 2.2 KSB Ri LU;410;;MQ 2.1 KSB Ri MA;387;
01.01.2023 06:00;MQ 2.2 KSB Ri LU;314;;MQ 2.1 KSB Ri MA;443;
01.01.2023 07:00;MQ 2.2 KSB Ri LU;241;;MQ 2.1 KSB Ri MA;293;
01.01.2023 08:00;MQ 2.2 KSB Ri LU;195;;MQ 2.1 KSB Ri MA;207;
01.01.2023 09:00;MQ 2.2 KSB Ri LU;170;;MQ 2.1 KSB Ri MA;173;
01.01.2023 10:00;MQ 2.2 KSB Ri LU;170;;MQ 2.1 KSB Ri MA;257;
01.01.2023 11:00;MQ 2.2 KSB Ri LU;337;;MQ 2.1 KSB Ri MA;443;
01.01.2023 12:00;MQ 2.2 KSB Ri LU;522;;MQ 2.1 KSB Ri MA;629;
01.01.2023 13:00;MQ 2.2 KSB Ri LU;722;;MQ 2.1 KSB Ri MA;897;
01.01.2023 14:00;MQ 2.2 KSB Ri LU;787;;MQ 2.1 KSB Ri MA;1122;
01.01.2023 15:00;MQ 2.2 KSB Ri LU;843;;MQ 2.1 KSB Ri MA;1137;
01.01.2023 16:00;MQ 2.2 KSB Ri LU;889;;MQ 2.1 KSB Ri MA;1370;
01.01.2023 17:00;MQ 2.2 KSB Ri LU;961;;MQ 2.1 KSB Ri MA;1343;
01.01.2023 18:00;MQ 2.2 KSB Ri LU;945;;MQ 2.1 KSB Ri MA;1463;
01.01.2023 19:00;MQ 2.2 KSB Ri LU;863;;MQ 2.1 KSB Ri MA;1166;
01.01.2023 20:00;MQ 2.2 KSB Ri LU;792;;MQ 2.1 KSB Ri MA;989;
01.01.2023 21:00;MQ 2.2 KSB Ri LU;655;;MQ 2.1 KSB Ri MA;808;
01.01.2023 22:00;MQ 2.2 KSB Ri LU;545;;MQ 2.1 KSB Ri MA;620;
01.01.2023 23:00;MQ 2.2 KSB Ri LU;401;;MQ 2.1 KSB Ri MA;411;
01.01.2023 23:59;MQ 2.2 KSB Ri LU;336;;MQ 2.1 KSB Ri MA;287;
02.01.2023 01:00;MQ 2.2 KSB Ri LU;184;;MQ 2.1 KSB Ri MA;201;
02.01.2023 02:00;MQ 2.2 KSB Ri LU;113;;MQ 2.1 KSB Ri MA;178;
02.01.2023 03:00;MQ 2.2 KSB Ri LU;97;;MQ 2.1 KSB Ri MA;116;
02.01.2023 04:00;MQ 2.2 KSB Ri LU;77;;MQ 2.1 KSB Ri MA;134;
02.01.2023 05:00;MQ 2.2 KSB Ri LU;240;;MQ 2.1 KSB Ri MA;325;
02.01.2023 06:00;MQ 2.2 KSB Ri LU;521;;MQ 2.1 KSB Ri MA;1339;
02.01.2023 07:00;MQ 2.2 KSB Ri LU;945;;MQ 2.1 KSB Ri MA;1645;
02.01.2023 08:00;MQ 2.2 KSB Ri LU;1185;;MQ 2.1 KSB Ri MA;1878;
02.01.2023 09:00;MQ 2.2 KSB Ri LU;937;;MQ 2.1 KSB Ri MA;1511;
02.01.2023 10:00;MQ 2.2 KSB Ri LU;844;;MQ 2.1 KSB Ri MA;1413;
02.01.2023 11:00;MQ 2.2 KSB Ri LU;922;;MQ 2.1 KSB Ri MA;1553;
02.01.2023 12:00;MQ 2.2 KSB Ri LU;1145;;MQ 2.1 KSB Ri MA;1637;
02.01.2023 13:00;MQ 2.2 KSB Ri LU;1191;;MQ 2.1 KSB Ri MA;1670;
02.01.2023 14:00;MQ 2.2 KSB Ri LU;1403;;MQ 2.1 KSB Ri MA;1901;
