Timestamp;Object_Id;Plausibilisiert 60min.Zählung Kfz[Fzg/h];dto_VehClass1Long.dto_VehClass1Long;.;dto_VehClass1Long.dto_VehClass1Long;dto_VehClass1Long.dto_VehClass1Long
13.09.2023 06:00;MQ 8.1 FLT Ri LU;535,4;;MQ 8.2 FLT Ri Neuhermsheim;378;
13.09.2023 07:00;MQ 8.1 FLT Ri LU;853;;MQ 8.2 FLT Ri Neuhermsheim;646;
13.09.2023 08:00;MQ 8.1 FLT Ri LU;1.534,00;;MQ 8.2 FLT Ri Neuhermsheim;927;
13.09.2023 09:00;MQ 8.1 FLT Ri LU;1.450,00;;MQ 8.2 FLT Ri Neuhermsheim;904;
13.09.2023 10:00;MQ 8.1 FLT Ri LU;944;;MQ 8.2 FLT Ri Neuhermsheim;626;
13.09.2023 11:00;MQ 8.1 FLT Ri LU;661;;MQ 8.2 FLT Ri Neuhermsheim;546;
13.09.2023 12:00;MQ 8.1 FLT Ri LU;712;;MQ 8.2 FLT Ri Neuhermsheim;561;
13.09.2023 13:00;MQ 8.1 FLT Ri LU;705;;MQ 8.2 FLT Ri Neuhermsheim;636;
13.09.2023 14:00;MQ 8.1 FLT Ri LU;801;;MQ 8.2 FLT Ri Neuhermsheim;769;
13.09.2023 15:00;MQ 8.1 FLT Ri LU;883;;MQ 8.2 FLT Ri Neuhermsheim;1.000,00;
13.09.2023 16:00;MQ 8.1 FLT Ri LU;819;;MQ 8.2 FLT Ri Neuhermsheim;1.063,00;
13.09.2023 17:00;MQ 8.1 FLT Ri LU;1.015,00;;MQ 8.2 FLT Ri Neuhermsheim;1.134,00;
13.09.2023 18:00;MQ 8.1 FLT Ri LU;1.045,00;;MQ 8.2 FLT Ri Neuhermsheim;1.084,00;
13.09.2023 19:00;MQ 8.1 FLT Ri LU;834;;MQ 8.2 FLT Ri Neuhermsheim;772;
13.09.2023 20:00;MQ 8.1 FLT Ri LU;604;;MQ 8.2 FLT Ri Neuhermsheim;426;
13.09.2023 21:00;MQ 8.1 FLT Ri LU;447;;MQ 8.2 FLT Ri Neuhermsheim;347;
13.09.2023 22:00;MQ 8.1 FLT Ri LU;324;;MQ 8.2 FLT Ri Neuhermsheim;316;
13.09.2023 23:00;MQ 8.1 FLT Ri LU;267;;MQ 8.2 FLT Ri Neuhermsheim;289;
13.09.2023 23:59;MQ 8.1 FLT Ri LU;115;;MQ 8.2 FLT Ri Neuhermsheim;114;
14.09.2023 01:00;MQ 8.1 FLT Ri LU;94;;MQ 8.2 FLT Ri Neuhermsheim;78;
14.09.2023 02:00;MQ 8.1 FLT Ri LU;47;;MQ 8.2 FLT Ri Neuhermsheim;60;
14.09.2023 03:00;MQ 8.1 FLT Ri LU;43;;MQ 8.2 FLT Ri Neuhermsheim;43;
14.09.2023 04:00;MQ 8.1 FLT Ri LU;29;;MQ 8.2 FLT Ri Neuhermsheim;89;
14.09.2023 05:00;MQ 8.1 FLT Ri LU;116;;MQ 8.2 FLT Ri Neuhermsheim;146;
14.09.2023 06:00;MQ 8.1 FLT Ri LU;534;;MQ 8.2 FLT Ri Neuhermsheim;379;
14.09.2023 07:00;MQ 8.1 FLT Ri LU;877;;MQ 8.2 FLT Ri Neuhermsheim;670;
14.09.2023 08:00;MQ 8.1 FLT Ri LU;1.431,00;;MQ 8.2 FLT Ri Neuhermsheim;883;
14.09.2023 09:00;MQ 8.1 FLT Ri LU;1.342,00;;MQ 8.2 FLT Ri Neuhermsheim;880;
14.09.2023 10:00;MQ 8.1 FLT Ri LU;927;;MQ 8.2 FLT Ri Neuhermsheim;679;
14.09.2023 11:00;MQ 8.1 FLT Ri LU;715;;MQ 8.2 FLT Ri Neuhermsheim;582;
