Timestamp;Object_Id;Plausibilisiert 60min.Zählung Kfz[Fzg/h];dto_VehClass1Long.dto_VehClass1Long;.;dto_VehClass1Long.dto_VehClass1Long;dto_VehClass1Long.dto_VehClass1Long
11.09.2023 01:00;MQ 9.1 NÜg Ri Innenstadt;85;;MQ 9.2 NÜg Ri Neckarau;0;nOk
11.09.2023 02:00;MQ 9.1 NÜg Ri Innenstadt;59;;MQ 9.2 NÜg Ri Neckarau;0;nOk
11.09.2023 03:00;MQ 9.1 NÜg Ri Innenstadt;35;;MQ 9.2 NÜg Ri Neckarau;0;nOk
11.09.2023 04:00;MQ 9.1 NÜg Ri Innenstadt;50;;MQ 9.2 NÜg Ri Neckarau;0;nOk
11.09.2023 05:00;MQ 9.1 NÜg Ri Innenstadt;71;;MQ 9.2 NÜg Ri Neckarau;0;nOk
11.09.2023 06:00;MQ 9.1 NÜg Ri Innenstadt;223;;MQ 9.2 NÜg Ri Neckarau;0;nOk
11.09.2023 07:00;MQ 9.1 NÜg Ri Innenstadt;351,9;;MQ 9.2 NÜg Ri Neckarau;0;nOk
11.09.2023 08:00;MQ 9.1 NÜg Ri Innenstadt;664,9;;MQ 9.2 NÜg Ri Neckarau;0;nOk
11.09.2023 09:00;MQ 9.1 NÜg Ri Innenstadt;798;;MQ 9.2 NÜg Ri Neckarau;0;nOk
11.09.2023 10:00;MQ 9.1 NÜg Ri Innenstadt;677,1;;MQ 9.2 NÜg Ri Neckarau;0;nOk
11.09.2023 11:00;MQ 9.1 NÜg Ri Innenstadt;637;;MQ 9.2 NÜg Ri Neckarau;0;nOk
11.09.2023 12:00;MQ 9.1 NÜg Ri Innenstadt;641;;MQ 9.2 NÜg Ri Neckarau;0;nOk
11.09.2023 13:00;MQ 9.1 NÜg Ri Innenstadt;633;;MQ 9.2 NÜg Ri Neckarau;0;nOk
11.09.2023 14:00;MQ 9.1 NÜg Ri Innenstadt;656;;MQ 9.2 NÜg Ri Neckarau;526,7;
11.09.2023 15:00;MQ 9.1 NÜg Ri Innenstadt;675,1;;MQ 9.2 NÜg Ri Neckarau;586;
11.09.2023 16:00;MQ 9.1 NÜg Ri Innenstadt;766,9;;MQ 9.2 NÜg Ri Neckarau;594;
11.09.2023 17:00;MQ 9.1 NÜg Ri Innenstadt;761,1;;MQ 9.2 NÜg Ri Neckarau;640;
11.09.2023 18:00;MQ 9.1 NÜg Ri Innenstadt;683,9;;MQ 9.2 NÜg Ri Neckarau;715;
11.09.2023 19:00;MQ 9.1 NÜg Ri Innenstadt;620,1;;MQ 9.2 NÜg Ri Neckarau;592;
11.09.2023 20:00;MQ 9.1 NÜg Ri Innenstadt;516;;MQ 9.2 NÜg Ri Neckarau;433;
11.09.2023 21:00;MQ 9.1 NÜg Ri Innenstadt;415;;MQ 9.2 NÜg Ri Neckarau;286;
11.09.2023 22:00;MQ 9.1 NÜg Ri Innenstadt;308;;MQ 9.2 NÜg Ri Neckarau;282;
11.09.2023 23:00;MQ 9.1 NÜg Ri Innenstadt;237;;MQ 9.2 NÜg Ri Neckarau;231;
11.09.2023 23:59;MQ 9.1 NÜg Ri Innenstadt;121;;MQ 9.2 NÜg Ri Neckarau;135;
12.09.2023 01:00;MQ 9.1 NÜg Ri Innenstadt;59;;MQ 9.2 NÜg Ri Neckarau;85;
12.09.2023 02:00;MQ 9.1 NÜg Ri Innenstadt;59;;MQ 9.2 NÜg Ri Neckarau;41;
12.09.2023 03:00;MQ 9.1 NÜg Ri Innenstadt;34;;MQ 9.2 NÜg Ri Neckarau;28;
12.09.2023 04:00;MQ 9.1 NÜg Ri Innenstadt;46;;MQ 9.2 NÜg Ri Neckarau;22;
12.09.2023 05:00;MQ 9.1 NÜg Ri Innenstadt;69;;MQ 9.2 NÜg Ri Neckarau;48;
12.09.2023 06:00;MQ 9.1 NÜg Ri Innenstadt;234,9;;MQ 9.2 NÜg Ri Neckarau;140;
