Timestamp;Object_Id;MQ 5.1;Object_Id_1;MQ 5.2;
09.01.2023 16:00;MQ 5.1 KPB Ri Innenstadt;666;MQ 5.2 KPB Ri Neckarstadt;791;
09.01.2023 17:00;MQ 5.1 KPB Ri Innenstadt;710;MQ 5.2 KPB Ri Neckarstadt;823;
09.01.2023 18:00;MQ 5.1 KPB Ri Innenstadt;657;MQ 5.2 KPB Ri Neckarstadt;779;
09.01.2023 19:00;MQ 5.1 KPB Ri Innenstadt;524;MQ 5.2 KPB Ri Neckarstadt;720;
09.01.2023 20:00;MQ 5.1 KPB Ri Innenstadt;414;MQ 5.2 KPB Ri Neckarstadt;559;
09.01.2023 21:00;MQ 5.1 KPB Ri Innenstadt;313;MQ 5.2 KPB Ri Neckarstadt;470;
09.01.2023 22:00;MQ 5.1 KPB Ri Innenstadt;268;MQ 5.2 KPB Ri Neckarstadt;327;
09.01.2023 23:00;MQ 5.1 KPB Ri Innenstadt;228;MQ 5.2 KPB Ri Neckarstadt;271;
09.01.2023 23:59;MQ 5.1 KPB Ri Innenstadt;128;MQ 5.2 KPB Ri Neckarstadt;166;
10.01.2023 01:00;MQ 5.1 KPB Ri Innenstadt;80;MQ 5.2 KPB Ri Neckarstadt;114;
10.01.2023 02:00;MQ 5.1 KPB Ri Innenstadt;51;MQ 5.2 KPB Ri Neckarstadt;64;
10.01.2023 03:00;MQ 5.1 KPB Ri Innenstadt;33;MQ 5.2 KPB Ri Neckarstadt;51;
10.01.2023 04:00;MQ 5.1 KPB Ri Innenstadt;41;MQ 5.2 KPB Ri Neckarstadt;53;
10.01.2023 05:00;MQ 5.1 KPB Ri Innenstadt;92;MQ 5.2 KPB Ri Neckarstadt;56;
10.01.2023 06:00;MQ 5.1 KPB Ri Innenstadt;267;MQ 5.2 KPB Ri Neckarstadt;209;
10.01.2023 07:00;MQ 5.1 KPB Ri Innenstadt;493;MQ 5.2 KPB Ri Neckarstadt;391;
10.01.2023 08:00;MQ 5.1 KPB Ri Innenstadt;653;MQ 5.2 KPB Ri Neckarstadt;682;
10.01.2023 09:00;MQ 5.1 KPB Ri Innenstadt;687;MQ 5.2 KPB Ri Neckarstadt;649;
10.01.2023 10:00;MQ 5.1 KPB Ri Innenstadt;585;MQ 5.2 KPB Ri Neckarstadt;619;
10.01.2023 11:00;MQ 5.1 KPB Ri Innenstadt;515;MQ 5.2 KPB Ri Neckarstadt;610;
10.01.2023 12:00;MQ 5.1 KPB Ri Innenstadt;563;MQ 5.2 KPB Ri Neckarstadt;661;
10.01.2023 13:00;MQ 5.1 KPB Ri Innenstadt;537;MQ 5.2 KPB Ri Neckarstadt;710;
10.01.2023 14:00;MQ 5.1 KPB Ri Innenstadt;593;MQ 5.2 KPB Ri Neckarstadt;649;
10.01.2023 15:00;MQ 5.1 KPB Ri Innenstadt;631;MQ 5.2 KPB Ri Neckarstadt;703;
10.01.2023 16:00;MQ 5.1 KPB Ri Innenstadt;723;MQ 5.2 KPB Ri Neckarstadt;774;
10.01.2023 17:00;MQ 5.1 KPB Ri Innenstadt;786;MQ 5.2 KPB Ri Neckarstadt;870;
