,PKW (S),Transporter (S),Fahrräder,Transporter (R),Kleintransporter (R),Kleintransporter (S),Motorrad (R),LKW (R),Motorrad (S),PKW (R),LKW (S)
2023-02-24 10:00:00+00:00,100,39,7,7,0,0,1,0,6,31,1
2023-02-24 10:10:00+00:00,78,33,6,0,0,0,0,1,4,41,2
2023-02-24 10:20:00+00:00,72,33,6,6,0,0,0,0,2,39,0
2023-02-24 10:30:00+00:00,71,21,4,2,1,0,0,0,3,28,0
2023-02-24 10:40:00+00:00,64,25,8,3,0,0,0,0,8,34,2
2023-02-24 10:50:00+00:00,83,31,2,0,0,0,0,0,6,40,0
2023-02-24 11:00:00+00:00,105,36,11,5,0,0,0,0,6,44,0
2023-02-24 11:10:00+00:00,67,31,8,1,0,0,0,0,5,44,0
2023-02-24 11:20:00+00:00,89,25,10,3,0,0,0,0,1,31,0
2023-02-24 11:30:00+00:00,79,27,9,5,0,0,0,0,9,38,0
2023-02-24 11:40:00+00:00,77,22,8,3,0,0,0,0,3,28,0
2023-02-24 11:50:00+00:00,84,28,9,3,0,0,0,1,2,31,0
2023-02-24 12:00:00+00:00,70,32,10,2,0,0,0,3,5,37,1
2023-02-24 12:10:00+00:00,91,22,5,4,0,0,2,1,3,41,0
2023-02-24 12:20:00+00:00,79,41,7,2,0,0,0,0,6,38,0
2023-02-24 12:30:00+00:00,82,31,5,1,0,0,0,0,4,40,0
2023-02-24 12:40:00+00:00,78,33,5,5,0,2,0,0,5,31,0
2023-02-24 12:50:00+00:00,67,28,9,1,0,1,0,0,1,35,1
2023-02-24 13:00:00+00:00,82,32,4,6,0,0,0,0,2,38,2
2023-02-24 13:10:00+00:00,79,34,6,2,0,0,1,1,3,24,0
2023-02-24 13:20:00+00:00,82,28,3,7,0,0,0,0,7,39,0
2023-02-24 13:30:00+00:00,88,27,8,2,0,2,0,0,2,39,1
2023-02-24 13:40:00+00:00,74,28,9,4,0,0,0,3,10,48,0
2023-02-24 13:50:00+00:00,83,37,5,6,0,0,0,1,7,41,0
2023-02-24 14:00:00+00:00,101,31,11,1,1,0,0,0,5,29,0
2023-02-24 14:10:00+00:00,100,38,7,3,0,0,0,0,2,31,1
2023-02-24 14:20:00+00:00,108,42,8,2,0,0,0,0,3,42,0
2023-02-24 14:30:00+00:00,94,31,4,6,0,0,0,3,10,26,0
2023-02-24 14:40:00+00:00,93,29,4,3,0,1,0,2,6,35,0
2023-02-24 14:50:00+00:00,74,38,4,3,0,0,0,1,4,30,0
2023-02-24 15:00:00+00:00,89,38,4,2,0,0,0,1,4,43,0
2023-02-24 15:10:00+00:00,90,27,3,1,0,1,0,0,2,36,0
2023-02-24 15:20:00+00:00,96,33,5,2,1,0,0,2,3,39,0
2023-02-24 15:30:00+00:00,78,29,4,2,0,0,0,0,8,37,1
2023-02-24 15:40:00+00:00,93,40,6,4,1,1,0,1,8,30,0
2023-02-24 15:50:00+00:00,98,29,11,5,0,0,0,0,6,33,0
2023-02-24 16:00:00+00:00,87,38,2,4,0,0,1,1,7,35,1
2023-02-24 16:10:00+00:00,86,41,11,3,0,1,0,5,4,23,0
2023-02-24 16:20:00+00:00,98,44,5,1,0,0,1,1,5,33,0
2023-02-24 16:30:00+00:00,87,37,10,5,1,0,0,0,6,38,0
2023-02-24 16:40:00+00:00,97,32,6,1,0,0,0,2,5,33,0
2023-02-24 16:50:00+00:00,100,38,4,4,0,0,0,1,4,26,0
2023-02-24 17:00:00+00:00,89,33,10,2,0,2,0,1,3,33,0
2023-02-24 17:10:00+00:00,75,21,8,1,0,2,0,0,2,35,0
2023-02-24 17:20:00+00:00,89,25,6,0,0,0,0,4,4,42,0
2023-02-24 17:30:00+00:00,100,30,6,0,0,0,0,1,1,33,0
2023-02-24 17:40:00+00:00,74,14,3,4,0,0,0,3,7,40,1
2023-02-24 17:50:00+00:00,83,18,8,2,0,1,0,2,3,25,1
2023-02-24 18:00:00+00:00,74,19,8,1,0,1,1,0,7,32,0
2023-02-24 18:10:00+00:00,68,24,6,3,0,0,0,1,5,31,0
2023-02-24 18:20:00+00:00,76,18,7,1,0,0,0,0,1,41,1
2023-02-24 18:30:00+00:00,70,28,4,1,0,0,0,0,2,32,0
2023-02-24 18:40:00+00:00,75,18,7,3,0,0,0,0,3,39,0
2023-02-24 18:50:00+00:00,50,21,7,2,0,0,0,1,1,24,0
2023-02-24 19:00:00+00:00,58,17,8,0,0,0,0,0,1,19,0
2023-02-24 19:10:00+00:00,55,16,6,0,0,0,0,2,2,21,0
2023-02-24 19:20:00+00:00,55,14,1,0,0,3,0,0,1,32,1
2023-02-24 19:30:00+00:00,45,21,6,3,0,0,0,0,2,22,0
2023-02-24 19:40:00+00:00,47,18,3,0,0,0,0,0,1,29,0
2023-02-24 19:50:00+00:00,56,19,8,0,0,0,0,0,1,23,0
2023-02-24 20:00:00+00:00,37,20,5,3,0,0,0,1,1,11,0
2023-02-24 20:10:00+00:00,52,8,2,2,0,1,0,1,1,22,1
2023-02-24 20:20:00+00:00,57,11,4,1,0,0,0,0,1,18,0
2023-02-24 20:30:00+00:00,42,16,2,1,0,0,0,0,1,20,0
2023-02-24 20:40:00+00:00,44,16,4,0,0,0,0,0,2,24,0
2023-02-24 20:50:00+00:00,36,12,2,0,0,0,0,0,0,15,0
2023-02-24 21:00:00+00:00,40,12,6,2,0,0,0,0,2,15,0
2023-02-24 21:10:00+00:00,37,12,1,0,0,0,0,0,1,20,0
2023-02-24 21:20:00+00:00,40,12,2,1,0,0,0,0,0,13,0
2023-02-24 21:30:00+00:00,32,12,4,2,0,0,0,0,3,13,0
2023-02-24 21:40:00+00:00,50,9,1,0,0,0,0,1,2,29,0
2023-02-24 21:50:00+00:00,46,6,3,1,0,0,0,0,2,18,0
2023-02-24 22:00:00+00:00,32,13,4,0,0,0,0,0,3,14,0
2023-02-24 22:10:00+00:00,28,5,2,0,0,0,0,0,3,18,0
2023-02-24 22:20:00+00:00,35,9,2,0,0,0,0,0,2,14,0
2023-02-24 22:30:00+00:00,29,6,3,1,0,0,0,1,0,15,3
2023-02-24 22:40:00+00:00,25,9,2,0,0,0,0,0,0,13,0
2023-02-24 22:50:00+00:00,28,9,2,0,0,0,0,0,1,13,0
2023-02-24 23:00:00+00:00,18,6,0,0,0,0,0,0,1,14,0
2023-02-24 23:10:00+00:00,20,4,4,0,0,0,0,0,1,14,0
2023-02-24 23:20:00+00:00,23,6,4,0,0,0,0,0,2,8,1
2023-02-24 23:30:00+00:00,21,6,2,0,0,0,0,0,1,13,0
2023-02-24 23:40:00+00:00,15,8,3,0,0,0,0,0,0,12,0
2023-02-24 23:50:00+00:00,8,11,2,0,0,0,0,0,2,8,0
2023-02-25 00:00:00+00:00,9,7,2,0,0,0,0,0,2,7,0
2023-02-25 00:10:00+00:00,7,7,2,0,0,0,0,0,1,8,2
2023-02-25 00:20:00+00:00,18,2,3,0,0,0,0,0,0,4,0
2023-02-25 00:30:00+00:00,9,5,2,0,0,0,0,0,0,7,0
2023-02-25 00:40:00+00:00,10,6,1,1,0,0,0,0,0,8,0
2023-02-25 00:50:00+00:00,11,3,1,0,0,0,0,0,0,9,0
2023-02-25 01:00:00+00:00,7,4,1,1,0,0,0,0,0,3,0
2023-02-25 01:10:00+00:00,7,3,4,2,0,0,0,0,2,2,0
2023-02-25 01:20:00+00:00,14,2,0,0,0,0,0,0,0,1,1
2023-02-25 01:30:00+00:00,6,2,0,0,0,0,0,0,0,5,0
2023-02-25 01:40:00+00:00,7,3,0,0,0,0,0,0,0,5,0
2023-02-25 01:50:00+00:00,12,3,1,0,0,0,0,0,0,3,0
2023-02-25 02:00:00+00:00,6,4,0,0,0,0,0,0,0,4,0
2023-02-25 02:10:00+00:00,10,5,0,1,0,0,0,0,1,2,0
2023-02-25 02:20:00+00:00,5,0,1,1,0,0,0,0,0,1,0
2023-02-25 02:30:00+00:00,6,2,1,0,0,0,0,0,0,6,0
2023-02-25 02:40:00+00:00,8,4,1,0,0,0,0,0,0,5,0
2023-02-25 02:50:00+00:00,6,1,1,1,0,0,0,0,0,1,0
2023-02-25 03:00:00+00:00,7,4,0,1,0,0,0,0,0,3,0
2023-02-25 03:10:00+00:00,9,4,1,0,0,0,0,0,1,3,0
2023-02-25 03:20:00+00:00,5,0,0,0,0,0,0,0,0,3,0
2023-02-25 03:30:00+00:00,4,1,1,0,0,0,0,0,1,4,0
2023-02-25 03:40:00+00:00,7,3,0,0,0,0,0,0,0,4,0
2023-02-25 03:50:00+00:00,8,0,0,0,0,0,0,0,0,5,0
2023-02-25 04:00:00+00:00,6,4,0,1,0,0,0,0,0,3,0
2023-02-25 04:10:00+00:00,2,2,0,0,0,0,0,0,0,4,0
2023-02-25 04:20:00+00:00,7,6,1,0,0,0,0,0,0,4,0
2023-02-25 04:30:00+00:00,7,6,2,0,0,0,0,0,2,8,0
2023-02-25 04:40:00+00:00,12,0,1,0,0,0,0,0,0,11,0
2023-02-25 04:50:00+00:00,13,4,1,0,0,0,0,0,0,4,0
2023-02-25 05:00:00+00:00,15,2,0,0,0,0,0,0,0,8,0
2023-02-25 05:10:00+00:00,12,1,2,2,0,0,0,0,0,6,0
2023-02-25 05:20:00+00:00,15,4,1,0,0,0,0,0,0,6,0
2023-02-25 05:30:00+00:00,17,7,2,0,0,0,0,0,0,16,0
2023-02-25 05:40:00+00:00,14,6,2,1,0,0,0,0,0,9,0
2023-02-25 05:50:00+00:00,18,6,0,1,0,0,0,0,1,13,0
2023-02-25 06:00:00+00:00,14,3,2,2,0,0,0,0,1,13,0
2023-02-25 06:10:00+00:00,18,11,3,0,0,0,0,0,0,10,1
2023-02-25 06:20:00+00:00,24,7,0,0,0,0,0,0,1,9,0
2023-02-25 06:30:00+00:00,20,7,5,1,0,0,0,0,1,9,0
2023-02-25 06:40:00+00:00,18,8,1,1,0,0,0,0,1,9,0
2023-02-25 06:50:00+00:00,32,3,2,0,0,0,0,0,2,7,0
2023-02-25 07:00:00+00:00,31,4,3,1,0,0,0,0,0,8,0
2023-02-25 07:10:00+00:00,28,8,2,0,0,0,0,0,2,19,0
2023-02-25 07:20:00+00:00,23,15,1,0,0,0,0,0,1,11,0
2023-02-25 07:30:00+00:00,42,10,3,0,0,0,0,0,1,19,0
2023-02-25 07:40:00+00:00,47,9,4,2,0,0,0,0,1,14,0
2023-02-25 07:50:00+00:00,49,8,6,2,0,0,0,0,2,18,0
2023-02-25 08:00:00+00:00,45,12,8,2,0,0,0,0,0,18,0
2023-02-25 08:10:00+00:00,31,17,3,0,0,0,0,0,2,16,0
2023-02-25 08:20:00+00:00,40,14,5,2,0,0,1,0,1,17,0
2023-02-25 08:30:00+00:00,47,26,5,0,0,0,0,0,2,14,0
2023-02-25 08:40:00+00:00,49,17,6,1,0,0,0,0,2,20,0
2023-02-25 08:50:00+00:00,84,16,9,1,0,0,0,1,2,35,0
2023-02-25 09:00:00+00:00,69,23,5,1,0,0,0,1,2,28,0
2023-02-25 09:10:00+00:00,77,21,3,2,0,0,0,1,3,30,0
2023-02-25 09:20:00+00:00,83,23,3,2,0,0,0,2,1,28,0
2023-02-25 09:30:00+00:00,86,21,5,4,0,0,0,0,1,38,1
2023-02-25 09:40:00+00:00,74,19,6,1,0,0,0,0,3,35,0
2023-02-25 09:50:00+00:00,66,18,4,2,0,0,0,1,1,43,0
2023-02-25 10:00:00+00:00,70,30,3,2,0,0,0,0,6,27,0
2023-02-25 10:10:00+00:00,73,26,6,2,0,1,0,2,5,31,0
2023-02-25 10:20:00+00:00,77,32,7,4,0,0,0,0,7,34,0
2023-02-25 10:30:00+00:00,72,23,11,1,0,0,0,1,5,41,0
2023-02-25 10:40:00+00:00,72,37,3,1,0,0,0,0,3,39,0
2023-02-25 10:50:00+00:00,95,23,10,2,0,0,0,2,7,35,0
2023-02-25 11:00:00+00:00,88,29,9,4,0,0,0,2,3,29,0
2023-02-25 11:10:00+00:00,98,22,7,4,0,0,0,0,4,37,1
2023-02-25 11:20:00+00:00,96,30,6,2,0,0,0,0,3,37,0
2023-02-25 11:30:00+00:00,83,37,4,4,0,0,0,0,1,38,1
2023-02-25 11:40:00+00:00,83,36,5,5,1,0,0,1,4,42,0
2023-02-25 11:50:00+00:00,96,42,7,1,0,0,0,2,5,34,1
2023-02-25 12:00:00+00:00,103,27,5,1,0,0,0,0,5,34,0
2023-02-25 12:10:00+00:00,76,27,4,1,0,0,0,1,2,43,0
2023-02-25 12:20:00+00:00,97,23,6,2,0,0,0,0,2,40,0
2023-02-25 12:30:00+00:00,81,38,5,3,0,0,1,1,7,37,0
2023-02-25 12:40:00+00:00,71,27,5,3,0,0,1,0,2,27,0
2023-02-25 12:50:00+00:00,80,33,5,2,0,0,0,0,3,36,0
2023-02-25 13:00:00+00:00,79,29,8,1,0,0,0,0,4,46,0
2023-02-25 13:10:00+00:00,93,28,8,2,0,1,0,1,8,41,0
2023-02-25 13:20:00+00:00,98,28,4,2,0,0,0,0,5,33,0
2023-02-25 13:30:00+00:00,103,32,7,0,0,0,0,0,3,35,0
2023-02-25 13:40:00+00:00,65,32,9,0,0,0,0,0,6,37,0
2023-02-25 13:50:00+00:00,92,36,8,1,0,0,0,1,2,39,1
2023-02-25 14:00:00+00:00,95,20,11,6,1,0,0,1,5,20,0
2023-02-25 14:10:00+00:00,83,37,5,3,0,0,0,2,3,45,1
2023-02-25 14:20:00+00:00,77,31,6,0,0,0,0,0,3,38,2
2023-02-25 14:30:00+00:00,88,39,2,1,0,0,0,4,2,32,0
2023-02-25 14:40:00+00:00,62,43,8,1,0,0,0,0,4,29,0
2023-02-25 14:50:00+00:00,92,35,5,0,0,1,0,0,1,33,1
2023-02-25 15:00:00+00:00,78,34,1,1,0,0,0,0,4,29,1
2023-02-25 15:10:00+00:00,64,38,5,3,1,1,0,0,7,28,3
2023-02-25 15:20:00+00:00,72,25,3,1,0,0,0,0,2,32,1
2023-02-25 15:30:00+00:00,69,28,7,3,0,2,0,0,1,34,1
2023-02-25 15:40:00+00:00,60,25,8,3,0,0,0,1,0,28,1
2023-02-25 15:50:00+00:00,59,24,3,3,0,0,0,1,3,22,1
2023-02-25 16:00:00+00:00,80,37,7,2,0,1,0,0,2,25,0
2023-02-25 16:10:00+00:00,72,34,10,1,0,0,0,2,4,28,0
2023-02-25 16:20:00+00:00,97,21,8,1,0,0,0,0,3,32,1
2023-02-25 16:30:00+00:00,82,31,4,2,0,0,0,0,4,32,1
2023-02-25 16:40:00+00:00,72,24,4,4,0,0,0,0,2,31,0
2023-02-25 16:50:00+00:00,74,32,4,2,0,0,0,1,4,42,0
2023-02-25 17:00:00+00:00,85,37,10,2,0,0,0,1,2,37,0
2023-02-25 17:10:00+00:00,68,21,7,1,0,0,0,0,1,30,1
2023-02-25 17:20:00+00:00,81,37,8,4,0,2,0,2,6,21,0
2023-02-25 17:30:00+00:00,61,39,5,4,0,1,0,1,9,28,0
2023-02-25 17:40:00+00:00,67,32,8,0,0,0,0,0,0,32,1
2023-02-25 17:50:00+00:00,62,19,4,2,0,0,0,0,3,22,2
2023-02-25 18:00:00+00:00,102,19,5,1,0,0,0,0,4,30,0
2023-02-25 18:10:00+00:00,66,36,6,1,0,0,0,0,4,38,0
2023-02-25 18:20:00+00:00,53,31,8,6,0,0,0,0,2,27,0
2023-02-25 18:30:00+00:00,60,33,2,0,0,1,0,3,2,34,3
2023-02-25 18:40:00+00:00,59,39,5,0,0,0,0,2,1,34,0
2023-02-25 18:50:00+00:00,60,33,5,0,0,0,0,1,4,16,0
2023-02-25 19:00:00+00:00,55,22,4,2,0,0,0,0,2,34,0
2023-02-25 19:10:00+00:00,42,26,2,2,0,0,0,0,6,29,0
2023-02-25 19:20:00+00:00,45,20,4,1,0,0,0,0,3,17,0
2023-02-25 19:30:00+00:00,44,23,6,0,0,0,0,0,4,23,1
2023-02-25 19:40:00+00:00,46,15,6,1,0,1,0,0,0,25,0
2023-02-25 19:50:00+00:00,48,17,3,0,0,3,0,0,0,11,2
2023-02-25 20:00:00+00:00,34,21,1,1,0,0,0,0,1,23,0
2023-02-25 20:10:00+00:00,51,16,2,0,0,0,0,1,0,31,0
2023-02-25 20:20:00+00:00,30,14,2,2,0,0,0,1,1,18,1
2023-02-25 20:30:00+00:00,46,16,1,2,0,0,0,1,2,27,0
2023-02-25 20:40:00+00:00,35,21,6,1,0,0,0,0,1,19,0
2023-02-25 20:50:00+00:00,50,17,3,0,0,0,0,1,2,18,0
2023-02-25 21:00:00+00:00,34,18,3,1,0,0,0,1,0,16,0
2023-02-25 21:10:00+00:00,37,16,2,1,0,0,0,1,0,25,0
2023-02-25 21:20:00+00:00,34,17,1,0,0,0,0,1,0,24,1
2023-02-25 21:30:00+00:00,34,20,2,0,0,0,0,0,2,13,0
2023-02-25 21:40:00+00:00,39,17,2,0,0,0,0,0,3,16,0
2023-02-25 21:50:00+00:00,32,14,0,0,0,1,0,0,1,17,0
2023-02-25 22:00:00+00:00,34,15,0,0,0,0,0,0,1,9,0
2023-02-25 22:10:00+00:00,35,10,3,0,0,0,0,0,0,19,0
2023-02-25 22:20:00+00:00,35,7,3,1,0,1,0,0,1,13,2
2023-02-25 22:30:00+00:00,33,17,1,1,0,0,0,0,3,14,0
2023-02-25 22:40:00+00:00,26,12,2,0,0,0,1,0,1,18,0
2023-02-25 22:50:00+00:00,41,13,4,0,0,0,0,0,3,17,0
2023-02-25 23:00:00+00:00,31,17,0,0,0,0,0,0,2,12,0
2023-02-25 23:10:00+00:00,23,2,4,0,0,0,0,1,0,9,0
2023-02-25 23:20:00+00:00,21,8,6,0,0,0,0,0,1,15,1
2023-02-25 23:30:00+00:00,26,8,1,1,0,2,0,0,0,9,1
2023-02-25 23:40:00+00:00,16,7,4,1,0,0,0,0,0,12,3
2023-02-25 23:50:00+00:00,15,7,2,1,0,1,0,0,0,12,0
2023-02-26 00:00:00+00:00,16,4,1,0,0,0,0,0,1,10,1
2023-02-26 00:10:00+00:00,15,7,3,0,0,0,0,0,0,11,0
2023-02-26 00:20:00+00:00,11,7,2,1,0,0,0,0,2,8,0
2023-02-26 00:30:00+00:00,13,4,3,0,0,1,0,0,0,9,0
2023-02-26 00:40:00+00:00,16,8,1,0,0,0,0,0,0,3,0
2023-02-26 00:50:00+00:00,14,8,0,1,0,0,0,0,3,5,0
2023-02-26 01:00:00+00:00,14,4,2,0,0,0,0,0,0,7,0
2023-02-26 01:10:00+00:00,13,5,2,0,0,0,0,0,0,10,0
2023-02-26 01:20:00+00:00,14,0,0,0,0,0,0,0,0,6,0
2023-02-26 01:30:00+00:00,18,5,3,0,0,0,0,0,0,2,0
2023-02-26 01:40:00+00:00,9,3,0,0,0,0,0,0,0,6,0
2023-02-26 01:50:00+00:00,10,4,2,0,0,0,0,0,0,3,0
2023-02-26 02:00:00+00:00,6,7,1,1,0,0,0,0,1,6,0
2023-02-26 02:10:00+00:00,7,3,0,0,0,0,0,0,0,3,0
2023-02-26 02:20:00+00:00,11,0,1,0,0,0,0,0,0,3,2
2023-02-26 02:30:00+00:00,15,2,0,0,0,0,0,0,1,4,3
2023-02-26 02:40:00+00:00,11,4,2,0,0,0,0,0,0,2,0
2023-02-26 02:50:00+00:00,7,5,1,0,0,0,0,0,0,1,0
2023-02-26 03:00:00+00:00,7,5,2,0,0,0,0,0,0,3,0
2023-02-26 03:10:00+00:00,6,4,2,0,0,0,0,0,0,4,1
2023-02-26 03:20:00+00:00,4,1,1,0,0,3,0,0,0,4,1
2023-02-26 03:30:00+00:00,7,3,0,0,0,1,0,0,0,3,1
2023-02-26 03:40:00+00:00,6,3,0,0,0,0,0,0,0,6,0
2023-02-26 03:50:00+00:00,8,2,1,0,0,0,0,0,0,4,0
2023-02-26 04:00:00+00:00,7,3,0,0,0,0,0,0,0,4,0
2023-02-26 04:10:00+00:00,5,3,0,0,0,0,0,0,0,4,0
2023-02-26 04:20:00+00:00,13,1,0,0,0,0,0,0,0,7,1
2023-02-26 04:30:00+00:00,5,6,0,0,0,0,0,0,0,4,0
2023-02-26 04:40:00+00:00,6,5,0,1,0,0,0,0,0,3,0
2023-02-26 04:50:00+00:00,6,2,0,0,0,0,0,0,0,8,0
2023-02-26 05:00:00+00:00,5,6,1,0,0,2,0,0,2,3,0
2023-02-26 05:10:00+00:00,11,3,1,0,0,0,0,0,0,4,0
2023-02-26 05:20:00+00:00,8,3,1,0,0,0,0,0,0,8,0
2023-02-26 05:30:00+00:00,7,4,3,1,0,0,0,0,1,6,0
2023-02-26 05:40:00+00:00,6,3,0,1,0,0,0,0,0,7,0
2023-02-26 05:50:00+00:00,14,2,3,0,0,0,0,0,1,6,0
2023-02-26 06:00:00+00:00,9,1,1,0,0,0,0,0,2,6,1
2023-02-26 06:10:00+00:00,8,4,0,0,0,0,0,0,0,2,0
2023-02-26 06:20:00+00:00,13,4,1,1,0,0,0,0,0,1,0
2023-02-26 06:30:00+00:00,4,2,1,0,0,1,0,0,0,3,3
2023-02-26 06:40:00+00:00,5,0,0,0,0,3,0,0,0,4,2
2023-02-26 06:50:00+00:00,10,2,0,0,0,0,0,0,0,5,0
2023-02-26 07:00:00+00:00,12,3,0,1,0,2,0,0,0,2,0
2023-02-26 07:10:00+00:00,14,7,1,0,0,0,0,0,1,3,0
2023-02-26 07:20:00+00:00,13,3,1,0,0,0,0,0,1,5,0
2023-02-26 07:30:00+00:00,8,2,1,0,0,0,0,0,0,8,0
2023-02-26 07:40:00+00:00,18,6,2,0,0,0,0,0,2,8,0
2023-02-26 07:50:00+00:00,17,5,2,0,0,0,0,0,1,7,1
2023-02-26 08:00:00+00:00,26,6,4,2,0,0,0,1,0,12,0
2023-02-26 08:10:00+00:00,17,3,2,0,0,0,0,0,1,10,0
2023-02-26 08:20:00+00:00,29,6,2,0,0,0,0,0,0,12,0
2023-02-26 08:30:00+00:00,37,5,2,0,0,0,0,0,0,14,0
2023-02-26 08:40:00+00:00,24,7,2,1,0,0,0,0,1,17,0
2023-02-26 08:50:00+00:00,33,11,2,1,0,0,0,0,3,8,0
2023-02-26 09:00:00+00:00,43,18,4,1,0,0,0,0,3,18,0
2023-02-26 09:10:00+00:00,31,17,6,2,0,0,0,0,1,26,1
2023-02-26 09:20:00+00:00,38,12,2,0,0,0,0,0,0,21,0
2023-02-26 09:30:00+00:00,44,15,1,2,0,0,0,0,5,19,0
2023-02-26 09:40:00+00:00,32,11,2,4,0,0,0,0,2,25,0
2023-02-26 09:50:00+00:00,29,9,3,2,0,0,0,0,1,21,0
2023-02-26 10:00:00+00:00,49,12,5,0,0,0,0,0,1,20,2
2023-02-26 10:10:00+00:00,34,13,2,1,0,0,0,0,2,19,0
2023-02-26 10:20:00+00:00,42,13,2,2,0,0,0,0,2,22,0
2023-02-26 10:30:00+00:00,40,9,3,0,0,0,0,0,1,21,0
2023-02-26 10:40:00+00:00,45,17,3,1,0,0,0,0,2,28,0
2023-02-26 10:50:00+00:00,54,19,3,0,0,0,0,1,2,23,2
2023-02-26 11:00:00+00:00,51,15,3,0,0,0,0,0,3,21,0
2023-02-26 11:10:00+00:00,60,16,5,0,0,0,0,2,7,26,0
2023-02-26 11:20:00+00:00,54,14,6,0,0,0,0,2,6,31,0
2023-02-26 11:30:00+00:00,71,16,3,1,0,0,0,0,1,23,1
2023-02-26 11:40:00+00:00,58,15,4,1,0,0,0,0,0,26,0
2023-02-26 11:50:00+00:00,58,14,6,1,0,1,0,1,1,33,0
2023-02-26 12:00:00+00:00,70,18,3,1,0,0,0,0,2,30,0
2023-02-26 12:10:00+00:00,51,19,5,1,0,0,0,1,2,28,0
2023-02-26 12:20:00+00:00,53,14,6,0,0,0,0,0,0,28,0
2023-02-26 12:30:00+00:00,68,17,1,3,0,1,0,1,0,20,0
2023-02-26 12:40:00+00:00,53,15,3,3,0,0,0,3,3,27,0
2023-02-26 12:50:00+00:00,64,16,4,1,0,0,0,0,2,32,0
2023-02-26 13:00:00+00:00,69,27,7,0,0,0,0,0,3,28,0
2023-02-26 13:10:00+00:00,38,26,7,1,1,1,0,0,3,30,1
2023-02-26 13:20:00+00:00,66,24,6,0,0,0,0,0,2,39,0
2023-02-26 13:30:00+00:00,71,22,6,1,0,0,0,0,3,32,1
2023-02-26 13:40:00+00:00,58,21,4,2,0,0,1,1,3,28,0
2023-02-26 13:50:00+00:00,64,16,0,0,0,2,0,0,4,26,0
2023-02-26 14:00:00+00:00,58,20,11,2,0,0,0,0,1,25,0
2023-02-26 14:10:00+00:00,49,19,4,3,0,0,0,1,1,22,0
2023-02-26 14:20:00+00:00,53,25,5,1,0,0,0,1,1,25,0
2023-02-26 14:30:00+00:00,75,25,6,0,0,0,0,0,4,25,0
2023-02-26 14:40:00+00:00,67,15,0,0,0,0,0,0,2,34,0
2023-02-26 14:50:00+00:00,52,30,4,2,0,1,0,0,1,20,0
2023-02-26 15:00:00+00:00,68,20,1,3,0,0,0,1,4,33,0
2023-02-26 15:10:00+00:00,46,36,5,0,0,0,0,0,6,20,0
2023-02-26 15:20:00+00:00,57,16,5,1,0,0,0,0,3,23,1
2023-02-26 15:30:00+00:00,66,24,9,1,0,0,0,0,6,24,1
2023-02-26 15:40:00+00:00,51,23,4,1,0,0,0,0,4,28,0
2023-02-26 15:50:00+00:00,58,20,3,1,0,1,0,0,1,25,0
2023-02-26 16:00:00+00:00,74,10,2,0,0,0,0,0,2,37,0
2023-02-26 16:10:00+00:00,58,11,5,0,0,0,0,0,1,27,0
2023-02-26 16:20:00+00:00,69,18,1,1,0,0,0,0,3,23,0
2023-02-26 16:30:00+00:00,61,32,4,0,0,0,0,1,4,38,0
2023-02-26 16:40:00+00:00,72,28,6,0,0,0,0,1,3,34,0
2023-02-26 16:50:00+00:00,72,23,7,0,0,0,0,3,5,29,0
2023-02-26 17:00:00+00:00,84,21,7,1,0,0,0,2,2,27,0
2023-02-26 17:10:00+00:00,67,25,2,1,0,0,0,0,7,26,1
2023-02-26 17:20:00+00:00,60,22,2,0,0,0,0,2,2,25,0
2023-02-26 17:30:00+00:00,52,27,4,1,0,1,0,0,3,28,0
2023-02-26 17:40:00+00:00,74,20,4,2,0,0,0,0,2,29,3
2023-02-26 17:50:00+00:00,62,16,3,0,0,0,0,0,4,29,0
2023-02-26 18:00:00+00:00,58,15,4,2,0,0,0,0,4,26,0
2023-02-26 18:10:00+00:00,61,14,5,0,0,0,0,0,1,31,0
2023-02-26 18:20:00+00:00,64,28,2,3,0,0,0,0,1,27,0
2023-02-26 18:30:00+00:00,65,22,5,0,0,0,0,0,3,24,0
2023-02-26 18:40:00+00:00,57,21,6,1,0,1,0,0,1,22,0
2023-02-26 18:50:00+00:00,58,13,4,0,0,3,0,0,4,25,1
2023-02-26 19:00:00+00:00,41,27,4,3,0,0,0,0,0,18,0
2023-02-26 19:10:00+00:00,43,12,2,2,0,0,0,0,1,24,0
2023-02-26 19:20:00+00:00,40,17,6,0,0,1,0,0,1,25,1
2023-02-26 19:30:00+00:00,36,24,4,1,0,1,0,0,0,16,0
2023-02-26 19:40:00+00:00,35,19,4,0,0,0,0,1,4,16,0
2023-02-26 19:50:00+00:00,28,17,3,1,0,0,0,0,0,19,2
2023-02-26 20:00:00+00:00,34,16,2,0,0,0,0,0,0,19,1
2023-02-26 20:10:00+00:00,27,9,1,0,0,1,0,0,3,19,1
2023-02-26 20:20:00+00:00,28,10,4,1,0,1,0,0,0,10,0
2023-02-26 20:30:00+00:00,29,14,7,0,0,0,0,0,1,20,0
2023-02-26 20:40:00+00:00,32,18,3,1,0,0,0,0,1,13,0
2023-02-26 20:50:00+00:00,26,11,1,0,0,0,0,0,0,10,0
2023-02-26 21:00:00+00:00,21,15,2,0,0,0,0,0,1,17,0
2023-02-26 21:10:00+00:00,24,11,0,0,0,0,0,0,3,18,0
