Timestamp;Object_Id;MQ 1.1;;Object_Id_1;MQ 1.2;
01.01.2023 01:00;MQ 1.1 KAB Ri MA;133;;MQ 1.2 KAB Ri LU;395;
01.01.2023 02:00;MQ 1.1 KAB Ri MA;248;;MQ 1.2 KAB Ri LU;606;
01.01.2023 03:00;MQ 1.1 KAB Ri MA;185;;MQ 1.2 KAB Ri LU;502;
01.01.2023 04:00;MQ 1.1 KAB Ri MA;137;;MQ 1.2 KAB Ri LU;324;
01.01.2023 05:00;MQ 1.1 KAB Ri MA;101;;MQ 1.2 KAB Ri LU;256;
01.01.2023 06:00;MQ 1.1 KAB Ri MA;96;;MQ 1.2 KAB Ri LU;214;
01.01.2023 07:00;MQ 1.1 KAB Ri MA;70;;MQ 1.2 KAB Ri LU;173;
01.01.2023 08:00;MQ 1.1 KAB Ri MA;55;;MQ 1.2 KAB Ri LU;103;
01.01.2023 09:00;MQ 1.1 KAB Ri MA;72;;MQ 1.2 KAB Ri LU;100;
01.01.2023 10:00;MQ 1.1 KAB Ri MA;82;;MQ 1.2 KAB Ri LU;108;
01.01.2023 11:00;MQ 1.1 KAB Ri MA;126;;MQ 1.2 KAB Ri LU;204;
01.01.2023 12:00;MQ 1.1 KAB Ri MA;182;;MQ 1.2 KAB Ri LU;308;
01.01.2023 13:00;MQ 1.1 KAB Ri MA;271;;MQ 1.2 KAB Ri LU;439;
01.01.2023 14:00;MQ 1.1 KAB Ri MA;309;;MQ 1.2 KAB Ri LU;464;
01.01.2023 15:00;MQ 1.1 KAB Ri MA;339;;MQ 1.2 KAB Ri LU;479;
01.01.2023 16:00;MQ 1.1 KAB Ri MA;343;;MQ 1.2 KAB Ri LU;632;
01.01.2023 17:00;MQ 1.1 KAB Ri MA;361;;MQ 1.2 KAB Ri LU;595;
01.01.2023 18:00;MQ 1.1 KAB Ri MA;316;;MQ 1.2 KAB Ri LU;583;
01.01.2023 19:00;MQ 1.1 KAB Ri MA;287;;MQ 1.2 KAB Ri LU;558;
01.01.2023 20:00;MQ 1.1 KAB Ri MA;264;;MQ 1.2 KAB Ri LU;467;
01.01.2023 21:00;MQ 1.1 KAB Ri MA;203;;MQ 1.2 KAB Ri LU;409;
01.01.2023 22:00;MQ 1.1 KAB Ri MA;134;;MQ 1.2 KAB Ri LU;342;
01.01.2023 23:00;MQ 1.1 KAB Ri MA;106;;MQ 1.2 KAB Ri LU;285;
01.01.2023 23:59;MQ 1.1 KAB Ri MA;90;;MQ 1.2 KAB Ri LU;182;
02.01.2023 01:00;MQ 1.1 KAB Ri MA;68;;MQ 1.2 KAB Ri LU;147;
02.01.2023 02:00;MQ 1.1 KAB Ri MA;46;;MQ 1.2 KAB Ri LU;91;
02.01.2023 03:00;MQ 1.1 KAB Ri MA;35;;MQ 1.2 KAB Ri LU;62;
02.01.2023 04:00;MQ 1.1 KAB Ri MA;45;;MQ 1.2 KAB Ri LU;64;
02.01.2023 05:00;MQ 1.1 KAB Ri MA;86;;MQ 1.2 KAB Ri LU;106;
02.01.2023 06:00;MQ 1.1 KAB Ri MA;323;;MQ 1.2 KAB Ri LU;309;
02.01.2023 07:00;MQ 1.1 KAB Ri MA;447;;MQ 1.2 KAB Ri LU;498;
02.01.2023 08:00;MQ 1.1 KAB Ri MA;536;;MQ 1.2 KAB Ri LU;643;
02.01.2023 09:00;MQ 1.1 KAB Ri MA;449;;MQ 1.2 KAB Ri LU;516;
02.01.2023 10:00;MQ 1.1 KAB Ri MA;442;;MQ 1.2 KAB Ri LU;541;
02.01.2023 11:00;MQ 1.1 KAB Ri MA;436;;MQ 1.2 KAB Ri LU;546;
