Timestamp;Object_Id;MQ 7.1;;Object_Id_1;MQ 7.2;
01.01.2023 01:00;MQ 7.1 CSB Ri Neckarau;198;;MQ 7.2 CSB Ri Feudenheim;238;
01.01.2023 02:00;MQ 7.1 CSB Ri Neckarau;500;;MQ 7.2 CSB Ri Feudenheim;610;
01.01.2023 03:00;MQ 7.1 CSB Ri Neckarau;356;;MQ 7.2 CSB Ri Feudenheim;476;
01.01.2023 04:00;MQ 7.1 CSB Ri Neckarau;261;;MQ 7.2 CSB Ri Feudenheim;362;
01.01.2023 05:00;MQ 7.1 CSB Ri Neckarau;178;;MQ 7.2 CSB Ri Feudenheim;238;
01.01.2023 06:00;MQ 7.1 CSB Ri Neckarau;144;;MQ 7.2 CSB Ri Feudenheim;232;
01.01.2023 07:00;MQ 7.1 CSB Ri Neckarau;157;;MQ 7.2 CSB Ri Feudenheim;145;
01.01.2023 08:00;MQ 7.1 CSB Ri Neckarau;95;;MQ 7.2 CSB Ri Feudenheim;90;
01.01.2023 09:00;MQ 7.1 CSB Ri Neckarau;89;;MQ 7.2 CSB Ri Feudenheim;112;
01.01.2023 10:00;MQ 7.1 CSB Ri Neckarau;137;;MQ 7.2 CSB Ri Feudenheim;190;
01.01.2023 11:00;MQ 7.1 CSB Ri Neckarau;283;;MQ 7.2 CSB Ri Feudenheim;297;
01.01.2023 12:00;MQ 7.1 CSB Ri Neckarau;357;;MQ 7.2 CSB Ri Feudenheim;385;
01.01.2023 13:00;MQ 7.1 CSB Ri Neckarau;554;;MQ 7.2 CSB Ri Feudenheim;630;
01.01.2023 14:00;MQ 7.1 CSB Ri Neckarau;670;;MQ 7.2 CSB Ri Feudenheim;704;
01.01.2023 15:00;MQ 7.1 CSB Ri Neckarau;727;;MQ 7.2 CSB Ri Feudenheim;810;
01.01.2023 16:00;MQ 7.1 CSB Ri Neckarau;744;;MQ 7.2 CSB Ri Feudenheim;900;
01.01.2023 17:00;MQ 7.1 CSB Ri Neckarau;750;;MQ 7.2 CSB Ri Feudenheim;853;
01.01.2023 18:00;MQ 7.1 CSB Ri Neckarau;681;;MQ 7.2 CSB Ri Feudenheim;836;
01.01.2023 19:00;MQ 7.1 CSB Ri Neckarau;524;;MQ 7.2 CSB Ri Feudenheim;732;
01.01.2023 20:00;MQ 7.1 CSB Ri Neckarau;401;;MQ 7.2 CSB Ri Feudenheim;611;
01.01.2023 21:00;MQ 7.1 CSB Ri Neckarau;338;;MQ 7.2 CSB Ri Feudenheim;438;
01.01.2023 22:00;MQ 7.1 CSB Ri Neckarau;246;;MQ 7.2 CSB Ri Feudenheim;346;
01.01.2023 23:00;MQ 7.1 CSB Ri Neckarau;162;;MQ 7.2 CSB Ri Feudenheim;272;
01.01.2023 23:59;MQ 7.1 CSB Ri Neckarau;105;;MQ 7.2 CSB Ri Feudenheim;164;
02.01.2023 01:00;MQ 7.1 CSB Ri Neckarau;78;;MQ 7.2 CSB Ri Feudenheim;111;
02.01.2023 02:00;MQ 7.1 CSB Ri Neckarau;68;;MQ 7.2 CSB Ri Feudenheim;101;
